mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,params,split0_test_average_precision,split1_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_test_neg_log_loss,split1_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss
24.69302260875702,0.31405484676361084,0.38477563858032227,0.007819414138793945,30,20,100,sqrt,,entropy,"{'n_estimators': 30, 'min_samples_split': 20, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.745655434413462,0.713598853782586,0.729627144098024,0.01602829031543801,46,-0.459360665035898,-0.4694695951191096,-0.4644151300775038,0.005054465041605782,47
27.07308256626129,0.3523954153060913,0.36093640327453613,0.0003972053527832031,30,2,1,sqrt,10,entropy,"{'n_estimators': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.7382299115277461,0.7272764637645006,0.7327531876461233,0.005476723881622736,45,-0.44494116818121693,-0.4452789737302332,-0.4451100709557251,0.00016890277450812285,30
83.89238679409027,0.24255430698394775,1.5532255172729492,4.601478576660156e-05,150,20,100,log2,10,entropy,"{'n_estimators': 150, 'min_samples_split': 20, 'min_samples_leaf': 100, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy'}",0.701683235214854,0.6847385357578119,0.6932108854863329,0.008472349728521067,70,-0.49622336229959246,-0.5033940880908068,-0.4998087251951996,0.0035853628956071526,70
429.58649230003357,4.699503183364868,4.996776342391968,0.0078105926513671875,300,2,1,sqrt,,entropy,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.8280214162812108,0.8123564886443075,0.8201889524627592,0.007832463818451652,3,-0.3504414233655283,-0.36128109538321107,-0.3558612593743697,0.005419836008841383,1
133.56368327140808,1.1500730514526367,3.3731656074523926,0.014490842819213867,300,20,100,log2,,gini,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 100, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini'}",0.7225505257864101,0.7029373621825294,0.7127439439844698,0.009806581801940328,60,-0.48066220326887454,-0.4867486302785222,-0.4837054167736984,0.0030432135048238385,62
35.695080041885376,0.31415224075317383,0.9354299306869507,0.02074134349822998,80,2,100,log2,,gini,"{'n_estimators': 80, 'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini'}",0.7175464509243699,0.7018078709172801,0.709677160920825,0.00786929000354486,61,-0.4820527312406468,-0.486574296050328,-0.48431351364548736,0.0022607824048405945,63
183.8685985803604,1.7097924947738647,3.428013563156128,0.0547332763671875,300,2,100,sqrt,,gini,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini'}",0.7478968632158712,0.7308413684097242,0.7393691158127977,0.008527747403073493,39,-0.4593558732795559,-0.46658069019136705,-0.46296828173546145,0.0036124084559055747,44
36.61256992816925,0.6041165590286255,0.48653972148895264,0.0002015829086303711,30,20,10,sqrt,,entropy,"{'n_estimators': 30, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.7961789614118221,0.7786469987993975,0.7874129801056098,0.008765981306212312,16,-0.3805220406991092,-0.38955764450990166,-0.3850398426045054,0.004517801905396218,14
86.11365520954132,1.1213139295578003,1.43659245967865,0.008575797080993652,80,2,1,log2,,entropy,"{'n_estimators': 80, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.7775749215589878,0.7652746952343427,0.7714248083966653,0.006150113162322557,24,-0.38447789335028454,-0.39227315498011467,-0.3883755241651996,0.003897630814915065,18
284.4482749700546,3.522286057472229,3.3184547424316406,0.008096456527709961,200,5,1,sqrt,50,entropy,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy'}",0.8243511533267889,0.8117865119204533,0.8180688326236211,0.00628232070316781,4,-0.35253331121777515,-0.3625175856766796,-0.35752544844722733,0.004992137229452215,3
14.536686778068542,0.32198917865753174,0.40020251274108887,0.008014440536499023,30,10,70,log2,50,gini,"{'n_estimators': 30, 'min_samples_split': 10, 'min_samples_leaf': 70, 'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini'}",0.727497196497649,0.7064412109993736,0.7169692037485114,0.010527992749137682,58,-0.46527956329022596,-0.48105561243353584,-0.4731675878618809,0.007888024571654939,56
27.57467532157898,0.7448844909667969,0.5414094924926758,0.03905296325683594,30,2,10,log2,80,entropy,"{'n_estimators': 30, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'entropy'}",0.7660340531188169,0.7379667451826526,0.7520003991507347,0.01403365396808215,32,-0.40345787449546855,-0.42023055280510196,-0.41184421365028523,0.008386339154816708,26
72.05285596847534,0.13364624977111816,0.9017024040222168,0.00808095932006836,80,2,10,sqrt,10,entropy,"{'n_estimators': 80, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.7496934230626884,0.7323651653598526,0.7410292942112705,0.008664128851417874,37,-0.4412125141707188,-0.4534153944576091,-0.44731395431416393,0.006101440143445158,36
114.6522125005722,0.9654248952865601,1.3571032285690308,0.008016467094421387,80,5,1,sqrt,80,entropy,"{'n_estimators': 80, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'entropy'}",0.8169209714152543,0.8063645051173511,0.8116427382663027,0.005278233148951594,6,-0.35564430583588075,-0.36138582230254174,-0.35851506406921124,0.002870758233330495,4
277.8459280729294,4.064768433570862,4.810068845748901,0.1350414752960205,300,2,10,log2,80,entropy,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'entropy'}",0.7823108317362558,0.7637265860076401,0.773018708871948,0.009292122864307861,21,-0.40462288909130345,-0.41289666796956764,-0.40875977853043555,0.0041368894391320965,24
31.286571383476257,0.376012921333313,0.5336177349090576,0.015626192092895508,30,20,1,sqrt,,gini,"{'n_estimators': 30, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini'}",0.8016962003359229,0.7861317418637865,0.7939139710998547,0.007782229236068194,12,-0.36970383857486033,-0.38181128099098655,-0.37575755978292347,0.006053721208063106,7
93.1388647556305,0.016119956970214844,1.5851764678955078,0.031690359115600586,150,2,100,sqrt,10,gini,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.7246572506127171,0.7155432415915655,0.7201002461021413,0.004557004510575835,54,-0.4728708974084441,-0.4765943482612201,-0.4747326228348321,0.001861725426387989,59
17.218496441841125,0.05424082279205322,0.34767794609069824,0.00275421142578125,30,5,100,sqrt,10,gini,"{'n_estimators': 30, 'min_samples_split': 5, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.7246877518145196,0.7176046706534325,0.721146211233976,0.0035415405805435674,53,-0.46867632058484604,-0.47051042201511023,-0.46959337129997814,0.000917050715132095,52
21.1811443567276,0.3592435121536255,0.6143056154251099,0.12760818004608154,30,5,1,sqrt,10,gini,"{'n_estimators': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.7413428771937682,0.7266921314873963,0.7340175043405823,0.007325372853185963,44,-0.44312458125245685,-0.44553645053534696,-0.44433051589390193,0.0012059346414450556,29
91.12655961513519,0.3216763734817505,1.4290142059326172,0.001252889633178711,80,10,1,sqrt,80,gini,"{'n_estimators': 80, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'gini'}",0.820184053972767,0.8049623964104695,0.8125732251916182,0.007610828781148715,5,-0.3595374783698247,-0.3693738160925623,-0.3644556472311935,0.00491816886136881,6
58.62752282619476,0.07580649852752686,0.996320366859436,0.02366316318511963,80,2,70,log2,50,entropy,"{'n_estimators': 80, 'min_samples_split': 2, 'min_samples_leaf': 70, 'max_features': 'log2', 'max_depth': 50, 'criterion': 'entropy'}",0.7295452239990193,0.7045576476800357,0.7170514358395275,0.012493788159491814,57,-0.46805139986218597,-0.4811118754090386,-0.4745816376356123,0.006530237773426317,57
121.46148014068604,0.5327208042144775,1.5998046398162842,0.01631474494934082,150,10,70,sqrt,10,entropy,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 70, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.7371305951933721,0.7167345557938637,0.7269325754936179,0.010198019699754202,49,-0.4594765138679647,-0.47229435668521497,-0.4658854352765898,0.006408921408625146,49
179.2569578886032,0.523861289024353,2.4001625776290894,0.06482279300689697,200,20,10,sqrt,10,entropy,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.749733728732467,0.7309716053373466,0.7403526670349068,0.0093810616975602,38,-0.44467452235135024,-0.45508844138973303,-0.44988148187054167,0.005206959519191395,39
27.31050145626068,0.09275376796722412,0.5090405941009521,0.006322145462036133,30,2,10,log2,50,entropy,"{'n_estimators': 30, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 50, 'criterion': 'entropy'}",0.7661967298501917,0.7569556195420548,0.7615761746961233,0.004620555154068451,25,-0.40859863928054474,-0.4087994448856277,-0.4086990420830862,0.00010040280254147715,23
38.54302716255188,0.39160585403442383,1.0100510120391846,0.008274316787719727,80,5,70,log2,80,gini,"{'n_estimators': 80, 'min_samples_split': 5, 'min_samples_leaf': 70, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'gini'}",0.7224461235083914,0.7226453760706938,0.7225457497895427,9.962628115117722e-05,50,-0.4742540006417789,-0.4686784942335425,-0.47146624743766075,0.0027877532041181985,54
133.72787392139435,1.2530909776687622,2.273626446723938,0.020487666130065918,150,2,10,log2,,entropy,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.7763850349236848,0.7673406730841525,0.7718628540039187,0.004522180919766139,23,-0.4076726839362371,-0.4108239483554034,-0.40924831614582025,0.00157563220958315,25
130.18795228004456,0.7332649230957031,2.33960497379303,0.0627831220626831,200,20,70,sqrt,,gini,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 70, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini'}",0.7651036990372996,0.7477923549696492,0.7564480270034744,0.008655672033825168,27,-0.44500285914922255,-0.4501242997022312,-0.4475635794257269,0.0025607202765043358,37
132.30663788318634,1.7411123514175415,2.3378838300704956,0.030872702598571777,150,20,10,sqrt,50,gini,"{'n_estimators': 150, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini'}",0.8121175737182993,0.795459784029945,0.8037886788741222,0.008328894844177148,9,-0.3774290262103162,-0.3883240480247398,-0.382876537117528,0.005447510907211794,13
122.9978256225586,1.0118846893310547,2.219946026802063,0.007251620292663574,200,5,100,sqrt,,gini,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini'}",0.7466948944333818,0.7319558696458255,0.7393253820396036,0.007369512393778144,40,-0.45652324781705217,-0.46529526354782547,-0.4609092556824388,0.0043860078653866486,42
136.07729613780975,0.6120718717575073,1.742553472518921,0.0005671977996826172,150,20,1,sqrt,10,entropy,"{'n_estimators': 150, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.7513496338684311,0.7321612670972986,0.7417554504828648,0.00959418338556628,36,-0.4430394611798638,-0.455971729694979,-0.4495055954374214,0.006466134257557599,38
18.756434082984924,0.047684311866760254,0.3921602964401245,0.016103625297546387,30,5,100,sqrt,50,gini,"{'n_estimators': 30, 'min_samples_split': 5, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini'}",0.737402994918498,0.7170002828508791,0.7272016388846886,0.01020135603380945,48,-0.4616553561456793,-0.47275517861189953,-0.4672052673787894,0.005549911233110105,51
47.100491404533386,0.27334797382354736,0.9019020795822144,0.008245587348937988,80,5,70,log2,10,entropy,"{'n_estimators': 80, 'min_samples_split': 5, 'min_samples_leaf': 70, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy'}",0.7038303710137255,0.691945461272022,0.6978879161428737,0.00594245487085171,69,-0.49179359035742,-0.49196244550733903,-0.4918780179323795,8.442757495952247e-05,69
132.3009090423584,1.9507288932800293,1.7668577432632446,0.0246354341506958,150,5,70,sqrt,,entropy,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 70, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.7652130342080264,0.7410446159644526,0.7531288250862396,0.012084209121786928,31,-0.43997554898838886,-0.45270463300119257,-0.4463400909947907,0.006364542006401852,33
26.45942533016205,0.01954805850982666,0.5099313259124756,0.006612539291381836,30,20,10,sqrt,80,gini,"{'n_estimators': 30, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'gini'}",0.7938395172748061,0.7825097275040725,0.7881746223894393,0.005664894885366756,15,-0.3851847561806854,-0.38693356114776484,-0.38605915866422513,0.0008744024835397324,15
48.38435697555542,0.4552760124206543,0.9493576288223267,0.007195830345153809,80,10,100,log2,,entropy,"{'n_estimators': 80, 'min_samples_split': 10, 'min_samples_leaf': 100, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.7121343671646334,0.6996648382625104,0.7058996027135719,0.006234764451061525,64,-0.4825996747877748,-0.4889582664656782,-0.4857789706267265,0.0031792958389516845,64
18.34288716316223,0.33461427688598633,0.3974335193634033,0.010372161865234375,30,20,100,log2,,entropy,"{'n_estimators': 30, 'min_samples_split': 20, 'min_samples_leaf': 100, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.6973575136812382,0.7017345799069017,0.69954604679407,0.0021885331128317365,67,-0.494940915192113,-0.4850131468464014,-0.48997703101925716,0.004963884172855787,66
31.373024463653564,0.48798441886901855,0.539897084236145,0.009700894355773926,30,20,1,log2,,entropy,"{'n_estimators': 30, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.76634444245713,0.7560486934000793,0.7611965679286046,0.005147874528525331,26,-0.3987404004296433,-0.4016524620158259,-0.4001964312227346,0.0014560307930912841,21
364.73482263088226,5.828700423240662,4.560969829559326,0.11354422569274902,300,10,10,sqrt,,entropy,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.8155860278463827,0.7977683966649552,0.8066772122556689,0.008908815590713715,8,-0.3732787556364603,-0.3828013172614104,-0.37804003644893536,0.004761280812475066,8
47.20704007148743,0.16556167602539062,0.8791779279708862,0.015808463096618652,80,5,70,sqrt,10,gini,"{'n_estimators': 80, 'min_samples_split': 5, 'min_samples_leaf': 70, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.7404616318822944,0.7163450619897197,0.7284033469360071,0.012058284946287356,47,-0.45731542900432004,-0.4716649005907167,-0.46449016479751837,0.007174735793198328,48
26.432469844818115,0.0012733936309814453,0.49679481983184814,0.005592703819274902,30,10,10,sqrt,,gini,"{'n_estimators': 30, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini'}",0.805233830396712,0.7871823942480615,0.7962081123223868,0.009025718074325284,11,-0.3751993668385165,-0.38841028800140465,-0.3818048274199606,0.006605460581444067,12
72.22581434249878,0.4073941707611084,1.7436919212341309,0.0169827938079834,150,2,10,log2,10,gini,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini'}",0.7265123727264012,0.7119342514407782,0.7192233120835897,0.00728906064281154,56,-0.4670396094151213,-0.4757246505132467,-0.471382129964184,0.004342520549062701,53
179.01254391670227,1.8204996585845947,3.1933696269989014,0.07143306732177734,200,2,10,log2,,entropy,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.7805892013967759,0.7640705889539923,0.7723298951753841,0.008259306221391816,22,-0.40540244185344815,-0.41134605387477297,-0.4083742478641106,0.002971806010662409,22
130.8306541442871,1.4202041625976562,2.457966923713684,0.009485363960266113,200,5,70,sqrt,,gini,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 70, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini'}",0.764179587335922,0.7439514333630092,0.7540655103494656,0.010114076986456388,29,-0.442171018878949,-0.4523103794125564,-0.4472406991457527,0.005069680266803711,35
165.56958401203156,1.9050863981246948,2.259456515312195,0.0001703500747680664,200,10,100,sqrt,50,entropy,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy'}",0.7446853093971494,0.725844963099441,0.7352651362482951,0.009420173148854183,42,-0.4610567656582418,-0.46527255069911017,-0.46316465817867597,0.002107892520434196,45
52.65221905708313,0.22857069969177246,0.9420219659805298,0.016239047050476074,80,10,10,sqrt,10,gini,"{'n_estimators': 80, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.7525928477160849,0.7401156866868335,0.7463542672014591,0.0062385805146257245,34,-0.44155433343019557,-0.44641044870729435,-0.44398239106874493,0.0024280576385493913,28
155.8287457227707,1.374792218208313,2.3845362663269043,0.014712095260620117,150,20,1,log2,,entropy,"{'n_estimators': 150, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.7910734756305389,0.7760762724211452,0.783574874025842,0.007498601604696842,19,-0.3906620653886717,-0.39492068547979664,-0.39279137543423415,0.002129310045562466,20
36.61714434623718,0.34514808654785156,0.5097783803939819,0.007815003395080566,30,10,10,sqrt,80,entropy,"{'n_estimators': 30, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'entropy'}",0.7983361121562591,0.7863982513104765,0.7923671817333677,0.0059689304228913165,13,-0.3753064328206576,-0.3850706031299979,-0.38018851797532777,0.004882085154670146,10
425.95136189460754,5.043775796890259,4.638930559158325,0.2274632453918457,300,5,1,sqrt,50,entropy,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy'}",0.8275286708737023,0.8135795131096598,0.8205540919916811,0.006974578882021243,2,-0.3514725799153497,-0.3609343629693714,-0.35620347144236053,0.0047308915270108665,2
47.717759132385254,0.036034584045410156,0.9183857440948486,0.02500462532043457,80,2,70,log2,10,entropy,"{'n_estimators': 80, 'min_samples_split': 2, 'min_samples_leaf': 70, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy'}",0.697954158854819,0.6981017650817882,0.6980279619683036,7.380311348459401e-05,68,-0.4950547743670161,-0.48764814468492756,-0.4913514595259718,0.003703314841044275,67
23.41692328453064,0.06469297409057617,0.36362993717193604,0.0023058652877807617,30,20,100,sqrt,10,entropy,"{'n_estimators': 30, 'min_samples_split': 20, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy'}",0.7067053281146665,0.7103474668285189,0.7085263974715927,0.0018210693569262193,63,-0.47753311208991933,-0.47298935948895937,-0.47526123578943935,0.0022718763004799802,61
197.09025919437408,1.1297065019607544,3.3221834897994995,0.010825037956237793,300,10,10,sqrt,10,gini,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.7501153934943047,0.7383376477742094,0.7442265206342571,0.005888872860047634,35,-0.4439334002466627,-0.4496195293902332,-0.44677646481844796,0.0028430645717852365,34
65.48135507106781,1.1549197435379028,0.9071377515792847,0.0009926557540893555,80,5,100,sqrt,50,entropy,"{'n_estimators': 80, 'min_samples_split': 5, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy'}",0.7474325649091186,0.7283147699573306,0.7378736674332246,0.009558897475894002,41,-0.45631691129219903,-0.4633582188399335,-0.45983756506606627,0.0035206537738672328,41
181.91399705410004,3.2757123708724976,2.2729873657226562,0.0033483505249023438,150,2,10,sqrt,50,entropy,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy'}",0.8124401673234666,0.7943629918229987,0.8034015795732327,0.009038587750233917,10,-0.37523472681063796,-0.38355667665258536,-0.37939570173161163,0.004160974920973698,9
64.84666860103607,0.6753643751144409,1.6249600648880005,0.00891721248626709,150,10,70,log2,10,gini,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 70, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini'}",0.7084388985661317,0.6921738070362803,0.700306352801206,0.008132545764925725,66,-0.48633107950351445,-0.49279600987186767,-0.48956354468769103,0.0032324651841766083,65
97.43873727321625,1.5697590112686157,1.845123291015625,0.05711102485656738,150,2,70,log2,50,entropy,"{'n_estimators': 150, 'min_samples_split': 2, 'min_samples_leaf': 70, 'max_features': 'log2', 'max_depth': 50, 'criterion': 'entropy'}",0.7308637849592449,0.7076042406327966,0.7192340127960207,0.011629772163224139,55,-0.47119645454742454,-0.47818481854977796,-0.4746906365486012,0.00349418200117671,58
