mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1
5.301063179969788,1.2201325427757455,0.34786510467529297,0.03944124146917984,1,0.05,rbf,"{'C': 1, 'gamma': 0.05, 'kernel': 'rbf'}",0.7894515948517067,0.7928353235212441,0.8264815803523761,0.8242334588488434,0.8082504893935426,0.01716721996294014,15
4.793424308300018,0.23432382579573763,0.348773717880249,0.013760459224156005,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7915966386554621,0.7984173261141191,0.832657941938484,0.8295011429339788,0.8130432624105111,0.018230970677301873,13
6.2925660610198975,0.2267565257494569,0.36167263984680176,0.014678291488046275,1,0.2,rbf,"{'C': 1, 'gamma': 0.2, 'kernel': 'rbf'}",0.7933592370187212,0.8033310201249133,0.8385766544728965,0.8306760847628658,0.8164857490948492,0.018689945036520224,11
5.674757897853851,0.26853822162978186,0.3322674632072449,0.004668963828312455,3,0.05,rbf,"{'C': 3, 'gamma': 0.05, 'kernel': 'rbf'}",0.7864851520067715,0.79282673923662,0.8359437217945315,0.8328634716069271,0.8120297711612124,0.022512241736424982,14
9.30140596628189,0.13916644600118386,0.3540012240409851,0.02400317944694754,3,0.1,rbf,"{'C': 3, 'gamma': 0.1, 'kernel': 'rbf'}",0.78839880867962,0.8004750593824228,0.8456945734377074,0.8402279584311096,0.818699099982715,0.024710679078101667,9
12.758368611335754,0.45672743298234136,0.2910093665122986,0.0394117932842947,3,0.2,rbf,"{'C': 3, 'gamma': 0.2, 'kernel': 'rbf'}",0.7873563218390804,0.8025999717394375,0.8508309417339651,0.8417563087747783,0.8206358860218154,0.02641324120075835,6
7.3730111718177795,0.3197575420100398,0.3591429591178894,0.04435743160005161,5,0.05,rbf,"{'C': 5, 'gamma': 0.05, 'kernel': 'rbf'}",0.7840965566205184,0.796116504854369,0.8426288215398899,0.837607982321034,0.8151124663339528,0.02542651790567318,12
14.026029527187347,0.45983447674746436,0.3521267771720886,0.025639265903628316,5,0.1,rbf,"{'C': 5, 'gamma': 0.1, 'kernel': 'rbf'}",0.7898535191139693,0.8036253776435045,0.8530780481318974,0.8440255806125884,0.82264563137549,0.02655337500967557,3
18.461855173110962,0.6883555629064636,0.3100512623786926,0.01487848699991066,5,0.2,rbf,"{'C': 5, 'gamma': 0.2, 'kernel': 'rbf'}",0.7823992994746061,0.8023388476896749,0.8548766552396316,0.8466784886100122,0.8215733227534813,0.030182571287918163,4
9.333307206630707,0.6829649407046943,0.36734670400619507,0.048221329909179274,7,0.05,rbf,"{'C': 7, 'gamma': 0.05, 'kernel': 'rbf'}",0.7818506609503394,0.7981529419995803,0.8460773260826314,0.839994635193133,0.8165188910564211,0.02722134230442063,10
18.592692852020264,0.5144730095254901,0.3118182420730591,0.008110948474470215,7,0.1,rbf,"{'C': 7, 'gamma': 0.1, 'kernel': 'rbf'}",0.7867625899280576,0.8032531824611032,0.8568571238082539,0.8481533995003713,0.8237565739244466,0.029494895381305782,2
23.97509217262268,0.8822481331832366,0.2634032368659973,0.020731432459479008,7,0.2,rbf,"{'C': 7, 'gamma': 0.2, 'kernel': 'rbf'}",0.7776463630987581,0.8034420939404804,0.8568536140919214,0.8478245974648853,0.8214416671490113,0.032373130412747884,5
13.304481267929077,0.5700421954888687,0.3081319332122803,0.07174016173811272,10,0.05,rbf,"{'C': 10, 'gamma': 0.05, 'kernel': 'rbf'}",0.7799827437446075,0.8019649122807018,0.8509621765096217,0.843964012353968,0.8192184612222246,0.029398691459493417,8
24.682795524597168,0.7906946644083535,0.24491852521896362,0.01624775097413014,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.7839290903807034,0.8056029579067122,0.8606190253359182,0.8522280915616958,0.8255947912962573,0.03190506890822235,1
31.555868566036224,1.0460322288480963,0.24009287357330322,0.021407002998430024,10,0.2,rbf,"{'C': 10, 'gamma': 0.2, 'kernel': 'rbf'}",0.767581346528715,0.8036179450072358,0.8590467124498539,0.8503175918254626,0.8201408989528169,0.03694526246593032,7
