epoch,loss,val_loss
0,0.06937819719314575,0.13048601150512695
1,0.06846215575933456,0.08173013478517532
2,0.06234852597117424,0.10581421107053757
3,0.06037071347236633,0.08038796484470367
4,0.05937649682164192,0.0874834656715393
5,0.05502203479409218,0.09129095077514648
6,0.05615939944982529,0.08413482457399368
7,0.056410904973745346,0.0860457569360733
8,0.05452413111925125,0.08870082348585129
9,0.05387131869792938,0.08217265456914902
10,0.05676015466451645,0.09209111332893372
11,0.054870542138814926,0.08191776275634766
12,0.052781861275434494,0.08820571005344391
13,0.052251361310482025,0.08882072567939758
14,0.052013423293828964,0.0827474519610405
15,0.05385102704167366,0.08946863561868668
16,0.051929209381341934,0.08382119983434677
17,0.05334356427192688,0.08810494840145111
18,0.050320833921432495,0.0810440331697464
19,0.05268675833940506,0.08782372623682022
20,0.051928747445344925,0.08727438002824783
21,0.05224347859621048,0.08441376686096191
22,0.04988350719213486,0.08195746690034866
23,0.05175294727087021,0.0878426805138588
