feature,permutation_train,permutation_test
W1,-0.011842623115094847,-0.009912424274764894
W1_err,-0.011249793085681942,-0.005441533545779226
g_cmodel_mag,-0.012101884987668926,-0.009313958703263694
r_cmodel_mag,-0.013516290381096377,-0.009023427640536347
i_cmodel_mag,-0.012560728114527228,-0.008212166836861906
z_cmodel_mag,-0.01334999442912703,-0.008580774261477755
y_cmodel_mag,-0.013785472133403628,-0.009756103563895321
g_cmodel_magsigma,-0.010006501252120256,-0.008967733750815263
r_cmodel_magsigma,-0.013921290422914373,-0.0044339336228000625
i_cmodel_magsigma,-0.010568454180703415,-0.009778719555337448
z_cmodel_magsigma,-0.011997044877537708,-0.008816135786279627
y_cmodel_magsigma,-0.013667111765979373,-0.007214468146580208
g_cmodel_fracdev,-0.00991232859187298,-0.01137971632078151
r_cmodel_fracdev,-0.012947924571056937,-0.0013310843604374123
i_cmodel_fracdev,-0.013907476519976411,-0.007010633018454102
z_cmodel_fracdev,-0.013116037764624805,-0.00900510849961049
y_cmodel_fracdev,-0.012371503124121247,-0.008297339034192872
g_kronflux_mag,-0.010281768654041373,-0.002227226124259532
r_kronflux_mag,-0.010825097802176636,-0.0030267070892126408
i_kronflux_mag,-0.012258033183482772,-0.008307301015469296
z_kronflux_mag,-0.013752053269611306,-0.0081140616598913
y_kronflux_mag,-0.012803593785149989,-0.00594585827529312
g_kronflux_magsigma,-0.015871276168057294,-0.010220981135002222
r_kronflux_magsigma,-0.009119649801708554,-0.008795353716602256
i_kronflux_magsigma,-0.009021070532026568,-0.006128092856335102
z_kronflux_magsigma,-0.011837893272722194,-0.009181370712868328
y_kronflux_magsigma,-0.013839600963653761,-0.0067142740615049185
i_kronflux_radius,-0.012189410398064732,-0.009082185527845163
r_sdssshape_shape11,-0.013323096905380041,-0.00867841309981053
i_sdssshape_shape11,-0.012863027150506051,-0.008416049427777447
z_sdssshape_shape11,-0.012879419523401076,-0.007949520252498884
y_sdssshape_shape11,-0.012904354044352903,-0.009212583946694858
r_sdssshape_shape12,-0.012093132504000154,-0.006710717334889829
i_sdssshape_shape12,-0.01259885737804671,-0.007272671230679081
z_sdssshape_shape12,-0.01237044525659324,-0.0080395307359645
y_sdssshape_shape12,-0.013143327983358558,-0.008142967740137522
r_sdssshape_shape22,-0.012373800089065981,-0.005995783508981306
i_sdssshape_shape22,-0.012260988522155306,-0.007986862432304814
z_sdssshape_shape22,-0.012458075427127374,-0.007799392005280764
y_sdssshape_shape22,-0.012725801546244739,-0.006907613167256868
r_sdssshape_shape11sigma,-0.012729685675400934,-0.006581416818561975
i_sdssshape_shape11sigma,-0.011927816053595733,-0.007547046851008168
z_sdssshape_shape11sigma,-0.011316959869367357,-0.012213712386773795
y_sdssshape_shape11sigma,-0.010839511734213839,-0.0066968597669212065
r_sdssshape_shape12sigma,-0.011036371368541992,-0.006752455285545175
i_sdssshape_shape12sigma,-0.010977046798809925,-0.007499597713738065
z_sdssshape_shape12sigma,-0.009001834595671901,-0.007662613297809803
y_sdssshape_shape12sigma,-0.011077189198607715,-0.002644997569687016
r_sdssshape_shape22sigma,-0.008612347075255239,-0.004605502827455227
i_sdssshape_shape22sigma,-0.012536577658452258,-0.008980584545799447
z_sdssshape_shape22sigma,-0.012128035543071222,-0.009107725867308042
y_sdssshape_shape22sigma,-0.015068277749115302,-0.005681734057649684
gr,-0.012435926160089636,-0.008941258723020998
ri,0.021143068492907077,0.03808780978608566
iz,-0.0005879580354235248,-0.0036404521982504046
zy,-0.013414704333945884,-0.0073183772884787696
W1g,-0.01321243573094101,-0.0029433373915916106
W1r,-0.012302714321920247,-0.006671018726522468
W1i,-0.013473891794751072,-0.010383777699267613
W1z,-0.014331615219938004,-0.011082366801969973
W1y,-0.014279462764964376,-0.016020666274181278
