feature,permutation_train,permutation_test
W1,-0.04916913570035042,0.0048851719785148184
W1_err,-0.05416222567047785,0.0010155796134396489
g_cmodel_mag,-0.05725294972507672,-0.0031223603731732608
r_cmodel_mag,-0.056188030522102916,-0.00283453948623702
i_cmodel_mag,-0.05623519733957916,-0.0010662080575924993
z_cmodel_mag,-0.05766315933835647,-0.0009366973576741822
y_cmodel_mag,-0.0561369102452392,-0.0009858696133893952
g_cmodel_magsigma,-0.051184726446060036,-0.0008883073154752064
r_cmodel_magsigma,-0.051909699629207606,-0.0019138315341472312
i_cmodel_magsigma,-0.05542964928906313,-0.0015723063180667352
z_cmodel_magsigma,-0.055611532911796546,-0.001639701309485514
y_cmodel_magsigma,-0.05676192145365283,-0.0030967076732149046
g_cmodel_fracdev,-0.05460184930805351,-0.0020329633146959625
r_cmodel_fracdev,-0.054726106341017045,-0.004522593740517222
i_cmodel_fracdev,-0.05588320081746251,-0.0017228138479666866
z_cmodel_fracdev,-0.05477714740361889,-0.003567877435754846
y_cmodel_fracdev,-0.05543536377894881,-0.004590502649365558
g_kronflux_mag,-0.054094072271164584,-4.966222877214599e-05
r_kronflux_mag,-0.05406960664877092,-0.0031792845483501475
i_kronflux_mag,-0.056092935392125176,-0.002313485767390905
z_kronflux_mag,-0.05734356737095464,-0.0013464395866511492
y_kronflux_mag,-0.05543884067448568,-0.0021739473032935663
g_kronflux_magsigma,-0.053341613656799125,-0.0002094208330031544
r_kronflux_magsigma,-0.050910850176761835,-0.005724694674924452
i_kronflux_magsigma,-0.050814139048961704,0.0006838300181124246
z_kronflux_magsigma,-0.05234363883185372,-0.0014780536302294867
y_kronflux_magsigma,-0.05539183024364319,-0.002405489511878578
i_kronflux_radius,-0.054499966662374055,-0.0033728003348676427
r_sdssshape_shape11,-0.055642726660838804,-0.0026695182741658663
i_sdssshape_shape11,-0.05631124033298046,-0.002322579478460568
z_sdssshape_shape11,-0.055617971698938895,-0.0017181964279599227
y_sdssshape_shape11,-0.05637357461629433,-0.0021572980907887673
r_sdssshape_shape12,-0.056574921458825755,-0.0014906649501324198
i_sdssshape_shape12,-0.0564582934562145,-0.0018537053728023556
z_sdssshape_shape12,-0.05610914474956519,-0.002131478471500553
y_sdssshape_shape12,-0.056631411668018994,-0.002876061793449597
r_sdssshape_shape22,-0.05699674518721615,-0.003972619183339687
i_sdssshape_shape22,-0.05638431486347911,-0.001570806773539074
z_sdssshape_shape22,-0.056104144566256675,-0.0025571918561845264
y_sdssshape_shape22,-0.05640366873877101,-0.0010883377693345075
r_sdssshape_shape11sigma,-0.05397922434414043,-0.003121258036913016
i_sdssshape_shape11sigma,-0.054682118206799524,-0.003337079034590934
z_sdssshape_shape11sigma,-0.055619839463764975,-0.0034437873065803204
y_sdssshape_shape11sigma,-0.0552149110056534,-0.0016115457674079625
r_sdssshape_shape12sigma,-0.0537246459932868,-0.0010544346902226776
i_sdssshape_shape12sigma,-0.05376973240315436,-0.0009244049757138884
z_sdssshape_shape12sigma,-0.05308613027761111,0.00036957282330396524
y_sdssshape_shape12sigma,-0.05537155756861106,-0.000980457253283884
r_sdssshape_shape22sigma,-0.04582613808038977,0.002851941944107844
i_sdssshape_shape22sigma,-0.05481204167660886,-0.00025659602134586734
z_sdssshape_shape22sigma,-0.054452605225851214,-0.0023796664171262805
y_sdssshape_shape22sigma,-0.05610784588898604,-0.004367976374279076
gr,-0.05553248023402063,-0.0001534839602081728
ri,0.014169002406785286,0.03685369560626964
iz,-0.045688789666054996,0.005860165142744567
zy,-0.05477351701502248,-0.0010858366624052762
W1g,-0.05274970904007842,-0.0008554511147161603
W1r,-0.0541078329605425,0.0021896076674869924
W1i,-0.055937637256379014,-0.0016262304699844188
W1z,-0.05629447267007032,0.0004254136651653806
W1y,-0.05172865835691848,0.0011777447208364544
