epoch,loss,val_loss
0,0.47604313492774963,0.41307032108306885
1,0.365038126707077,0.44580191373825073
2,0.34652578830718994,0.3331559896469116
3,0.2850464880466461,0.2679915428161621
4,0.27317777276039124,0.24972490966320038
5,0.2528104782104492,0.24824948608875275
6,0.23586274683475494,0.25210681557655334
7,0.2265521138906479,0.23731555044651031
8,0.21812357008457184,0.22118210792541504
9,0.21349428594112396,0.2187061905860901
10,0.21041691303253174,0.22359906136989594
11,0.20527078211307526,0.21956293284893036
12,0.2022978961467743,0.21649757027626038
13,0.20098231732845306,0.2149633765220642
14,0.19903145730495453,0.21148313581943512
15,0.19587033987045288,0.21279969811439514
16,0.19282151758670807,0.21945522725582123
17,0.1924016922712326,0.21726705133914948
18,0.19148652255535126,0.210897296667099
19,0.18727751076221466,0.20868204534053802
20,0.18663083016872406,0.20655317604541779
21,0.18650886416435242,0.2025863081216812
22,0.183416485786438,0.20565088093280792
23,0.18391373753547668,0.20367266237735748
24,0.18161576986312866,0.197868213057518
25,0.1796128898859024,0.197470024228096
26,0.1789075881242752,0.20169931650161743
27,0.17935602366924286,0.20610569417476654
28,0.17460761964321136,0.19581998884677887
29,0.17743049561977386,0.1917238086462021
30,0.17734326422214508,0.19274595379829407
31,0.17489995062351227,0.20446185767650604
32,0.1746286302804947,0.20314370095729828
33,0.17331832647323608,0.19469116628170013
34,0.17177711427211761,0.19142405688762665
35,0.17158719897270203,0.190174400806427
36,0.17068232595920563,0.1898203194141388
37,0.16819298267364502,0.19160738587379456
38,0.167656809091568,0.19939257204532623
39,0.16816096007823944,0.19143958389759064
40,0.16704539954662323,0.18661436438560486
41,0.16774728894233704,0.19072844088077545
42,0.16639314591884613,0.19473031163215637
43,0.1630115509033203,0.19140708446502686
44,0.1632089763879776,0.18786559998989105
45,0.16212204098701477,0.18518055975437164
46,0.16532203555107117,0.1881425827741623
47,0.16129212081432343,0.19103828072547913
48,0.1594410538673401,0.1853846162557602
49,0.16166453063488007,0.1822783350944519
50,0.161322683095932,0.18548008799552917
51,0.16055864095687866,0.19278734922409058
52,0.15891845524311066,0.19873656332492828
53,0.16037517786026,0.19636695086956024
54,0.15895792841911316,0.18772637844085693
55,0.15803344547748566,0.1811559647321701
56,0.15789338946342468,0.1808938980102539
57,0.15692971646785736,0.18577399849891663
58,0.15642477571964264,0.18714112043380737
59,0.15555895864963531,0.18602749705314636
60,0.15528547763824463,0.17854051291942596
61,0.1561032235622406,0.1786593347787857
62,0.15471971035003662,0.18014860153198242
63,0.15502437949180603,0.18138647079467773
64,0.15357087552547455,0.18590882420539856
65,0.1545291692018509,0.18805938959121704
66,0.15427100658416748,0.181402787566185
67,0.15207184851169586,0.17936179041862488
68,0.1512860208749771,0.1789286732673645
69,0.15170222520828247,0.17868131399154663
70,0.15259715914726257,0.17906804382801056
71,0.1509941667318344,0.1831282377243042
72,0.15150171518325806,0.18948690593242645
73,0.15228261053562164,0.18699565529823303
74,0.15038861334323883,0.1819380521774292
75,0.14959865808486938,0.1802365481853485
76,0.14859603345394135,0.18032118678092957
77,0.14788173139095306,0.1768171489238739
78,0.1466812640428543,0.17919059097766876
79,0.14605146646499634,0.18445569276809692
80,0.14799714088439941,0.18269753456115723
81,0.14667412638664246,0.17561402916908264
82,0.14708274602890015,0.17480021715164185
83,0.14571934938430786,0.1781303584575653
84,0.1442953199148178,0.17811669409275055
85,0.1458863615989685,0.17424987256526947
86,0.14523844420909882,0.17593072354793549
87,0.14545364677906036,0.17938879132270813
88,0.1439497470855713,0.17887194454669952
89,0.1431291699409485,0.17413601279258728
90,0.1440015733242035,0.16972236335277557
91,0.14423881471157074,0.17245829105377197
92,0.14448021352291107,0.17876988649368286
93,0.14432530105113983,0.18189923465251923
94,0.14400067925453186,0.1780637502670288
95,0.14120036363601685,0.1745098978281021
96,0.14004214107990265,0.17611035704612732
97,0.14197894930839539,0.1802307367324829
98,0.1417970061302185,0.1831723004579544
99,0.14038261771202087,0.17893388867378235
100,0.14123933017253876,0.17176112532615662
101,0.14019908010959625,0.17033351957798004
102,0.13967902958393097,0.17435617744922638
103,0.13852140307426453,0.17240990698337555
104,0.13862067461013794,0.1713697612285614
105,0.1389312893152237,0.17344675958156586
106,0.13934355974197388,0.1812775582075119
107,0.14051122963428497,0.1790561079978943
108,0.13856416940689087,0.17337635159492493
109,0.13837780058383942,0.17268812656402588
110,0.13773025572299957,0.17325960099697113
