feature,permutation_train,permutation_test,gini
W1,0.006826274274518059,0.008619249119850162,0.011779583855573624
W1_err,0.003884762520528273,0.004176695603439177,0.008294380427094938
g_cmodel_mag,0.0018090055649319832,0.00013737383519644522,0.004927270308776783
r_cmodel_mag,0.0017143516240678558,0.00035165781277072633,0.004530193131766654
i_cmodel_mag,0.0016871261483151583,0.0016134895568171344,0.0043966653549350095
z_cmodel_mag,0.0023214004731798945,0.0031983227485780827,0.005086415826118638
y_cmodel_mag,0.002315977014382168,0.0027662230341672553,0.005238945705588055
g_cmodel_magsigma,0.00211776680803355,-0.0007507578441383611,0.005423256489464132
r_cmodel_magsigma,0.0015675717214643041,-0.0006779743414022285,0.004636713908143517
i_cmodel_magsigma,0.001287611742187278,-0.00015902032727281115,0.0041447136508681775
z_cmodel_magsigma,0.0014106502902713574,0.0005742141538107962,0.004318039002196611
y_cmodel_magsigma,0.0016240947279643574,0.0007807565708375375,0.004710151036972893
g_cmodel_fracdev,0.0011563050729265594,0.0002114731863765614,0.002286379879710724
r_cmodel_fracdev,0.0021155318936520264,0.0005963689421973895,0.003348903726991855
i_cmodel_fracdev,0.0031614891378122976,0.0006667847042760577,0.004488153150924949
z_cmodel_fracdev,0.00323753739195017,0.0005509361346354898,0.004646646698050807
y_cmodel_fracdev,0.0020394135708926564,0.0003060757573586,0.0035588553950824473
g_kronflux_mag,0.0017941586324234926,8.984163323540646e-05,0.004899610122187399
r_kronflux_mag,0.0016688002969845,0.00027934961790946716,0.004547684375158018
i_kronflux_mag,0.001675845095057434,0.0013925489348839415,0.004433058278000792
z_kronflux_mag,0.002117338659106016,0.0025937891509493585,0.004822252947028571
y_kronflux_mag,0.0021670726593831327,0.0024955592896375536,0.0050520060943698986
g_kronflux_magsigma,0.002192511742275823,-0.0008700005215899198,0.005414236379884602
r_kronflux_magsigma,0.0016598716519971763,-0.0008215184292385732,0.0047273945584677774
i_kronflux_magsigma,0.001291677667528024,3.214854022900079e-05,0.004145887938724118
z_kronflux_magsigma,0.0014069950949183359,0.0004621440116546749,0.004209828400130302
y_kronflux_magsigma,0.0015653866687461344,0.0007815529108530228,0.0045860935275713575
i_kronflux_radius,0.0013275985037976372,0.00012614391346414214,0.004691836697153676
r_sdssshape_shape11,0.0012706186274780522,4.296167061420183e-05,0.004645983929646316
i_sdssshape_shape11,0.00127889803025009,4.796017648541392e-05,0.0045386393747858566
z_sdssshape_shape11,0.0013453140192393926,0.00011882110120597922,0.004765244944247057
y_sdssshape_shape11,0.0012706727936250273,9.502519917340783e-05,0.004713030694722824
r_sdssshape_shape12,0.0012067646245699966,-1.3523394805166808e-05,0.004792799975413469
i_sdssshape_shape12,0.0011894157852553693,1.641057444567995e-05,0.004714962008041065
z_sdssshape_shape12,0.0012128360337410788,1.3241076555573865e-06,0.004717484078877328
y_sdssshape_shape12,0.001237014560139175,9.492911865915943e-06,0.004799121218908716
r_sdssshape_shape22,0.001287987934294188,0.00010522417231421481,0.004724198707022671
i_sdssshape_shape22,0.0012921805113497165,4.5347186155934395e-05,0.004556559938343774
z_sdssshape_shape22,0.0013071434484793754,0.00011871719086816353,0.004760275149955632
y_sdssshape_shape22,0.0013327673918593168,0.00010395144934949307,0.0047721280515683855
r_sdssshape_shape11sigma,0.0013754443876560958,-0.00010318252167307307,0.004544789835404817
i_sdssshape_shape11sigma,0.001200700515293196,-0.00013664351576906744,0.004253192051589159
z_sdssshape_shape11sigma,0.0015257291300920055,0.00024166211953643066,0.004699359511545884
y_sdssshape_shape11sigma,0.0015494230753280898,0.00019430542233352574,0.004749247709595258
r_sdssshape_shape12sigma,0.0013282491096724043,-8.970150409230253e-05,0.004501951266372964
i_sdssshape_shape12sigma,0.001357126249260247,-0.00015509782609612888,0.004436277218578924
z_sdssshape_shape12sigma,0.0014293317864859285,0.00024750818916685624,0.004435728916724547
y_sdssshape_shape12sigma,0.0017626146186232965,0.00020932002873038277,0.005152463916319255
r_sdssshape_shape22sigma,0.0013172302781514118,-0.00013665447172902154,0.004394987321026241
i_sdssshape_shape22sigma,0.0011816526539392875,-0.00012442619118076723,0.004065931103552497
z_sdssshape_shape22sigma,0.001702744110155659,0.00036203859891958956,0.004757792229738853
y_sdssshape_shape22sigma,0.002020362765641067,0.0002817091712871885,0.005288369665208126
