permutation,gini,feature
0.018369640158243532,0.011779583855573624,W1
0.011369102014239648,0.008294380427094938,W1_err
0.0026584436624202215,0.004927270308776783,g_cmodel_mag
0.003908656103512838,0.004530193131766654,r_cmodel_mag
0.006437197294458056,0.0043966653549350095,i_cmodel_mag
0.00951957333629975,0.005086415826118638,z_cmodel_mag
0.008119114900481636,0.005238945705588055,y_cmodel_mag
0.0009041621022903845,0.005423256489464132,g_cmodel_magsigma
0.0015541921017067823,0.004636713908143517,r_cmodel_magsigma
0.00204312824658485,0.0041447136508681775,i_cmodel_magsigma
0.003734086937715264,0.004318039002196611,z_cmodel_magsigma
0.003938090150100752,0.004710151036972893,y_cmodel_magsigma
0.0026320583562411404,0.002286379879710724,g_cmodel_fracdev
0.003541591069557426,0.003348903726991855,r_cmodel_fracdev
0.0040899086178664,0.004488153150924949,i_cmodel_fracdev
0.003135459444293165,0.004646646698050807,z_cmodel_fracdev
0.0026747723740937848,0.0035588553950824473,y_cmodel_fracdev
0.0025003474486957242,0.004899610122187399,g_kronflux_mag
0.003747084297651434,0.004547684375158018,r_kronflux_mag
0.005683191925087557,0.004433058278000792,i_kronflux_mag
0.008215931517837208,0.004822252947028571,z_kronflux_mag
0.007929946153446036,0.0050520060943698986,y_kronflux_mag
0.0005119077735260916,0.005414236379884602,g_kronflux_magsigma
0.0015132156368206084,0.0047273945584677774,r_kronflux_magsigma
0.002369815310656461,0.004145887938724118,i_kronflux_magsigma
0.0033590767298256794,0.004209828400130302,z_kronflux_magsigma
0.0037623222307961632,0.0045860935275713575,y_kronflux_magsigma
0.0022533397167233313,0.004691836697153676,i_kronflux_radius
0.0018402334615869782,0.004645983929646316,r_sdssshape_shape11
0.0021285665251823405,0.0045386393747858566,i_sdssshape_shape11
0.002086262401523986,0.004765244944247057,z_sdssshape_shape11
0.0022540125665881186,0.004713030694722824,y_sdssshape_shape11
0.0018732814970399876,0.004792799975413469,r_sdssshape_shape12
0.002009302745135629,0.004714962008041065,i_sdssshape_shape12
0.001854806736112417,0.004717484078877328,z_sdssshape_shape12
0.002020999702111226,0.004799121218908716,y_sdssshape_shape12
0.002017847451051343,0.004724198707022671,r_sdssshape_shape22
0.0020886728712510294,0.004556559938343774,i_sdssshape_shape22
0.002183556277558618,0.004760275149955632,z_sdssshape_shape22
0.0023199303568018914,0.0047721280515683855,y_sdssshape_shape22
0.0024166021145259897,0.004544789835404817,r_sdssshape_shape11sigma
0.0021698766532016003,0.004253192051589159,i_sdssshape_shape11sigma
0.0025129433344464416,0.004699359511545884,z_sdssshape_shape11sigma
0.0023459701294316813,0.004749247709595258,y_sdssshape_shape11sigma
0.0022393661985676827,0.004501951266372964,r_sdssshape_shape12sigma
0.0020464960231891447,0.004436277218578924,i_sdssshape_shape12sigma
0.0026053825857872046,0.004435728916724547,z_sdssshape_shape12sigma
0.0025017994010998468,0.005152463916319255,y_sdssshape_shape12sigma
0.002100503978975099,0.004394987321026241,r_sdssshape_shape22sigma
0.001929776168570152,0.004065931103552497,i_sdssshape_shape22sigma
0.002964072671802246,0.004757792229738853,z_sdssshape_shape22sigma
0.0025398550189745053,0.005288369665208126,y_sdssshape_shape22sigma
0.008600316113906917,0.014015185378762878,gr
0.0013519726473367004,0.01754567992261793,ri
-0.00031208344600064386,0.013292582426660803,iz
0.002642980593673072,0.005627494678381585,zy
-0.0012011362801642722,0.014660236081760212,W1g
-0.0027938448732566976,0.012442254102128604,W1r
-6.425027402068295e-05,0.00876535924376443,W1i
0.0017526567282886523,0.007033310083254511,W1z
0.001530447774742168,0.006583008652427135,W1y
-0.0014227458159126183,0.0089394214674428,sigma_5
8.554684019823622e-05,0.007263136155838914,sigma_3
-0.0025903578197717194,0.011024264447571715,sigma_7
-0.003488893809911945,0.013627987384258567,sigma_10
0.002653497483514807,0.012131089970673333,sigma_3_1000
0.0033975024905789075,0.008823665295405795,sigma_5_1000
0.003407740553672286,0.010622278029395926,sigma_7_1000
0.0036701002617102554,0.008470853335331837,sigma_10_1000
0.003728377450126774,0.03466502297078342,sigma_3_3000
0.005897408930881236,0.030159212450031763,sigma_5_3000
0.008308979860219612,0.025872733923110656,sigma_7_3000
0.008535049800129016,0.018061281478800182,sigma_10_3000
0.00386380673043892,0.04330677498588743,sigma_3_5000
0.007531361350169852,0.052255835070771285,sigma_5_5000
0.018896831112046614,0.06158027497624636,sigma_7_5000
0.032169132012216196,0.049383472700833625,sigma_10_5000
0.005109314115382957,0.04759125840107474,sigma_3_10000
0.018824797812533878,0.08910958478231318,sigma_5_10000
0.07168414322983245,0.11802106592034456,sigma_7_10000
