permutation,gini,feature
0.00834116541190851,0.011779583855573624,W1
0.005366506260931862,0.008294380427094938,W1_err
0.0027843009826775678,0.004927270308776783,g_cmodel_mag
0.003047663364854366,0.004530193131766654,r_cmodel_mag
0.0035957523221461876,0.0043966653549350095,i_cmodel_mag
0.004185355706552911,0.005086415826118638,z_cmodel_mag
0.004055773777356442,0.005238945705588055,y_cmodel_mag
0.0025485912718411865,0.005423256489464132,g_cmodel_magsigma
0.0023652819366907587,0.004636713908143517,r_cmodel_magsigma
0.002604119694580446,0.0041447136508681775,i_cmodel_magsigma
0.002999404031211128,0.004318039002196611,z_cmodel_magsigma
0.0030132455456993723,0.004710151036972893,y_cmodel_magsigma
0.0028612354748732325,0.002286379879710724,g_cmodel_fracdev
0.002795657951873124,0.003348903726991855,r_cmodel_fracdev
0.0032207929503938284,0.004488153150924949,i_cmodel_fracdev
0.0029320694005232997,0.004646646698050807,z_cmodel_fracdev
0.0027689665898318707,0.0035588553950824473,y_cmodel_fracdev
0.0026386717818462913,0.004899610122187399,g_kronflux_mag
0.003040632168475499,0.004547684375158018,r_kronflux_mag
0.0032815902234164898,0.004433058278000792,i_kronflux_mag
0.003954136956133669,0.004822252947028571,z_kronflux_mag
0.0038450173165560284,0.0050520060943698986,y_kronflux_mag
0.002513901711142926,0.005414236379884602,g_kronflux_magsigma
0.002477608174486797,0.0047273945584677774,r_kronflux_magsigma
0.002654638442621112,0.004145887938724118,i_kronflux_magsigma
0.002776881533952613,0.004209828400130302,z_kronflux_magsigma
0.0031323940821743244,0.0045860935275713575,y_kronflux_magsigma
0.0028110669470650107,0.004691836697153676,i_kronflux_radius
0.0027183390151030626,0.004645983929646316,r_sdssshape_shape11
0.00270260392133422,0.0045386393747858566,i_sdssshape_shape11
0.002709041467829095,0.004765244944247057,z_sdssshape_shape11
0.002731079138801736,0.004713030694722824,y_sdssshape_shape11
0.0026622853200082655,0.004792799975413469,r_sdssshape_shape12
0.002703141526894289,0.004714962008041065,i_sdssshape_shape12
0.002740254345433383,0.004717484078877328,z_sdssshape_shape12
0.002596198731099434,0.004799121218908716,y_sdssshape_shape12
0.0027791084895878817,0.004724198707022671,r_sdssshape_shape22
0.0027546718226323375,0.004556559938343774,i_sdssshape_shape22
0.0027052035833654195,0.004760275149955632,z_sdssshape_shape22
0.002590108869894784,0.0047721280515683855,y_sdssshape_shape22
0.0026702207836718874,0.004544789835404817,r_sdssshape_shape11sigma
0.0026320229205842502,0.004253192051589159,i_sdssshape_shape11sigma
0.0027668269780421286,0.004699359511545884,z_sdssshape_shape11sigma
0.0027896513404857735,0.004749247709595258,y_sdssshape_shape11sigma
0.0027157536885031863,0.004501951266372964,r_sdssshape_shape12sigma
0.00250866174267265,0.004436277218578924,i_sdssshape_shape12sigma
0.002738776107437483,0.004435728916724547,z_sdssshape_shape12sigma
0.0029107052359302887,0.005152463916319255,y_sdssshape_shape12sigma
0.002722479576071709,0.004394987321026241,r_sdssshape_shape22sigma
0.0025977682294328064,0.004065931103552497,i_sdssshape_shape22sigma
0.002795938297690722,0.004757792229738853,z_sdssshape_shape22sigma
0.0028648496434816595,0.005288369665208126,y_sdssshape_shape22sigma
0.0038603300563969287,0.014015185378762878,gr
0.007372972895554275,0.01754567992261793,ri
0.0037521494821721366,0.013292582426660803,iz
0.0028143990399867405,0.005627494678381585,zy
0.00527067349444484,0.014660236081760212,W1g
0.004291818623552139,0.012442254102128604,W1r
0.0026996396052938096,0.00876535924376443,W1i
0.002867938641831843,0.007033310083254511,W1z
0.0026639497530315617,0.006583008652427135,W1y
0.0029066525192862347,0.0089394214674428,sigma_5
0.002707927709330815,0.007263136155838914,sigma_3
0.0038129668968360417,0.011024264447571715,sigma_7
0.005310728809185261,0.013627987384258567,sigma_10
0.0030737598972995217,0.012131089970673333,sigma_3_1000
0.0032991534609334203,0.008823665295405795,sigma_5_1000
0.0030591455333196516,0.010622278029395926,sigma_7_1000
0.0031889084166140855,0.008470853335331837,sigma_10_1000
0.003446388285435642,0.03466502297078342,sigma_3_3000
0.003978427540075343,0.030159212450031763,sigma_5_3000
0.00530579924081805,0.025872733923110656,sigma_7_3000
0.005412279166289502,0.018061281478800182,sigma_10_3000
0.004272243753219884,0.04330677498588743,sigma_3_5000
0.006442437360244598,0.052255835070771285,sigma_5_5000
0.012834244636171813,0.06158027497624636,sigma_7_5000
0.018196259427447996,0.049383472700833625,sigma_10_5000
0.0057918430022505145,0.04759125840107474,sigma_3_10000
0.018463958158591365,0.08910958478231318,sigma_5_10000
0.0595399933200117,0.11802106592034456,sigma_7_10000
