feature,permutation_train,permutation_test,gini
W1,0.01075474170004794,0.016357095884835433,0.011779583855573624
W1_err,0.005892800216796464,0.009271585091176945,0.008294380427094938
g_cmodel_mag,0.0024349142423482073,0.0006826145177778464,0.004927270308776783
r_cmodel_mag,0.002592587212843648,0.0018799237357432312,0.004530193131766654
i_cmodel_mag,0.0026179318193550274,0.0043272319145063465,0.0043966653549350095
z_cmodel_mag,0.0036946674887159783,0.007347900199142147,0.005086415826118638
y_cmodel_mag,0.0035761485265132973,0.0062044499533697355,0.005238945705588055
g_cmodel_magsigma,0.0026617343487752207,-0.001387345304850444,0.005423256489464132
r_cmodel_magsigma,0.002085266241738437,-0.0005228533010801136,0.004636713908143517
i_cmodel_magsigma,0.0017655263445968499,-4.125240059882351e-06,0.0041447136508681775
z_cmodel_magsigma,0.0019981904096869987,0.0014312337284144716,0.004318039002196611
y_cmodel_magsigma,0.0022738949471504677,0.0017583055614585434,0.004710151036972893
g_cmodel_fracdev,0.0015401530065792812,0.0006717886076675894,0.002286379879710724
r_cmodel_fracdev,0.002951466165444764,0.0014746075749723826,0.003348903726991855
i_cmodel_fracdev,0.004358061595743701,0.001800749038625371,0.004488153150924949
z_cmodel_fracdev,0.004359977912334667,0.0013644155937779419,0.004646646698050807
y_cmodel_fracdev,0.002800077213047351,0.0007718823181722309,0.0035588553950824473
g_kronflux_mag,0.002434378624270798,0.0004437921490244949,0.004899610122187399
r_kronflux_mag,0.00249091038004412,0.0017807256026842744,0.004547684375158018
i_kronflux_mag,0.0026028412285404126,0.0037375389862624266,0.004433058278000792
z_kronflux_mag,0.003393944420874373,0.006065088745265827,0.004822252947028571
y_kronflux_mag,0.0033849105015175684,0.00577075904797919,0.0050520060943698986
g_kronflux_magsigma,0.0027175423264034584,-0.0015097367528283205,0.005414236379884602
r_kronflux_magsigma,0.0021931628900422697,-0.0006261526869115741,0.0047273945584677774
i_kronflux_magsigma,0.0017869677150870549,0.0005271138602042832,0.004145887938724118
z_kronflux_magsigma,0.0020307498928562686,0.0012751946067955193,0.004209828400130302
y_kronflux_magsigma,0.0021857450453332352,0.001577174583452708,0.0045860935275713575
i_kronflux_radius,0.0017289257893950971,0.00026072655661494676,0.004691836697153676
r_sdssshape_shape11,0.0016218241623231489,3.212477512185933e-05,0.004645983929646316
i_sdssshape_shape11,0.0016480380744055,8.905589053668599e-05,0.0045386393747858566
z_sdssshape_shape11,0.0017453062353293136,8.838620427731314e-05,0.004765244944247057
y_sdssshape_shape11,0.001661296703883967,0.00015261499743679519,0.004713030694722824
r_sdssshape_shape12,0.0015622453414360453,-6.133172038121544e-05,0.004792799975413469
i_sdssshape_shape12,0.0015453498146652533,-6.680691281735207e-05,0.004714962008041065
z_sdssshape_shape12,0.0015486954339396508,-4.169997091207911e-05,0.004717484078877328
y_sdssshape_shape12,0.0015896560408526679,-5.258778185264953e-05,0.004799121218908716
r_sdssshape_shape22,0.0016763459141664698,0.00014233664192368303,0.004724198707022671
i_sdssshape_shape22,0.00167744134104116,9.498195873943367e-05,0.004556559938343774
z_sdssshape_shape22,0.0017145713525372381,0.00015800276457208126,0.004760275149955632
y_sdssshape_shape22,0.0017971047742318207,0.00023865379356439545,0.0047721280515683855
r_sdssshape_shape11sigma,0.0018834571510504272,0.00030437923170097597,0.004544789835404817
i_sdssshape_shape11sigma,0.0016106192219332478,-7.032832520270649e-05,0.004253192051589159
z_sdssshape_shape11sigma,0.002093408780003414,0.0005224205476192697,0.004699359511545884
y_sdssshape_shape11sigma,0.002062222495563389,0.0002400924060679636,0.004749247709595258
r_sdssshape_shape12sigma,0.001817454073838376,9.527914363634722e-05,0.004501951266372964
i_sdssshape_shape12sigma,0.001843872128447721,-7.205897054722114e-05,0.004436277218578924
z_sdssshape_shape12sigma,0.0019474011025517601,0.00048389844185596037,0.004435728916724547
