permutation,gini,feature
0.04233307434079651,0.011779583855573624,W1
0.028310055845066073,0.008294380427094938,W1_err
0.002223258775931436,0.004927270308776783,g_cmodel_mag
0.006395398747268281,0.004530193131766654,r_cmodel_mag
0.012442026772139089,0.0043966653549350095,i_cmodel_mag
0.020642524022059128,0.005086415826118638,z_cmodel_mag
0.01678583835853087,0.005238945705588055,y_cmodel_mag
-0.0022841990509926413,0.005423256489464132,g_cmodel_magsigma
-3.434107679782065e-05,0.004636713908143517,r_cmodel_magsigma
0.0008205830014982688,0.0041447136508681775,i_cmodel_magsigma
0.004740815141289767,0.004318039002196611,z_cmodel_magsigma
0.006096401509618099,0.004710151036972893,y_cmodel_magsigma
0.0018645762530188348,0.002286379879710724,g_cmodel_fracdev
0.003076158844391349,0.003348903726991855,r_cmodel_fracdev
0.00451739151861182,0.004488153150924949,i_cmodel_fracdev
0.002139986031372295,0.004646646698050807,z_cmodel_fracdev
0.001617352279654205,0.0035588553950824473,y_cmodel_fracdev
0.0013696836284739684,0.004899610122187399,g_kronflux_mag
0.005932161794704571,0.004547684375158018,r_kronflux_mag
0.01110612014796982,0.004433058278000792,i_kronflux_mag
0.01619137216176873,0.004822252947028571,z_kronflux_mag
0.017057290142392878,0.0050520060943698986,y_kronflux_mag
-0.0027811597369630237,0.005414236379884602,g_kronflux_magsigma
0.00044727680572738865,0.0047273945584677774,r_kronflux_magsigma
0.0020001452237773387,0.004145887938724118,i_kronflux_magsigma
0.004127231686836745,0.004209828400130302,z_kronflux_magsigma
0.004977561335979226,0.0045860935275713575,y_kronflux_magsigma
0.0004952104225982579,0.004691836697153676,i_kronflux_radius
-3.937934649567154e-05,0.004645983929646316,r_sdssshape_shape11
7.948582318565804e-05,0.0045386393747858566,i_sdssshape_shape11
3.637751470209061e-05,0.004765244944247057,z_sdssshape_shape11
0.00033693076859168486,0.004713030694722824,y_sdssshape_shape11
-0.00032068520624091895,0.004792799975413469,r_sdssshape_shape12
-0.00039944537353357273,0.004714962008041065,i_sdssshape_shape12
-0.00033949220952652254,0.004717484078877328,z_sdssshape_shape12
-0.00038739244660401795,0.004799121218908716,y_sdssshape_shape12
-0.00031248892665147743,0.004724198707022671,r_sdssshape_shape22
0.00014311786248355496,0.004556559938343774,i_sdssshape_shape22
1.5390581354986683e-05,0.004760275149955632,z_sdssshape_shape22
0.0005865557278484183,0.0047721280515683855,y_sdssshape_shape22
0.0002848012944803117,0.004544789835404817,r_sdssshape_shape11sigma
0.0002881853532879693,0.004253192051589159,i_sdssshape_shape11sigma
0.0010695100461758738,0.004699359511545884,z_sdssshape_shape11sigma
0.0008787356371208569,0.004749247709595258,y_sdssshape_shape11sigma
3.419584396705903e-05,0.004501951266372964,r_sdssshape_shape12sigma
0.00028064680423119565,0.004436277218578924,i_sdssshape_shape12sigma
0.0006550723041254999,0.004435728916724547,z_sdssshape_shape12sigma
0.0017543589679027323,0.005152463916319255,y_sdssshape_shape12sigma
-0.00016316669666053643,0.004394987321026241,r_sdssshape_shape22sigma
-3.866822726639185e-05,0.004065931103552497,i_sdssshape_shape22sigma
0.0012892108456805662,0.004757792229738853,z_sdssshape_shape22sigma
0.0014964379304147994,0.005288369665208126,y_sdssshape_shape22sigma
0.004483544630387137,0.014015185378762878,gr
-0.010685513922567743,0.01754567992261793,ri
-0.005319107211268381,0.013292582426660803,iz
0.001169571924873769,0.005627494678381585,zy
-0.016521462924654767,0.014660236081760212,W1g
-0.012047374657276974,0.012442254102128604,W1r
-0.004962470502498169,0.00876535924376443,W1i
-0.0020290425843256057,0.007033310083254511,W1z
-0.001727232836020091,0.006583008652427135,W1y
-0.00988022304963554,0.0089394214674428,sigma_5
-0.005467519207273656,0.007263136155838914,sigma_3
-0.013813032806300233,0.011024264447571715,sigma_7
-0.01687023980179188,0.013627987384258567,sigma_10
0.0021052641398371374,0.012131089970673333,sigma_3_1000
0.00564763076944393,0.008823665295405795,sigma_5_1000
0.004620398987594772,0.010622278029395926,sigma_7_1000
0.0037445412518694785,0.008470853335331837,sigma_10_1000
0.006840486448949153,0.03466502297078342,sigma_3_3000
0.015604753865885371,0.030159212450031763,sigma_5_3000
0.023275495757521785,0.025872733923110656,sigma_7_3000
0.023370110542660583,0.018061281478800182,sigma_10_3000
0.0061963538676642615,0.04330677498588743,sigma_3_5000
0.015870295909845827,0.052255835070771285,sigma_5_5000
0.04560299088718419,0.06158027497624636,sigma_7_5000
0.07904428293020238,0.049383472700833625,sigma_10_5000
0.003084665641231147,0.04759125840107474,sigma_3_10000
0.01549471990056032,0.08910958478231318,sigma_5_10000
0.07857205096853219,0.11802106592034456,sigma_7_10000
