epoch,loss,val_loss
0,0.6123954057693481,0.5441330671310425
1,0.5150743722915649,0.43883076310157776
2,0.402561217546463,0.3305487632751465
3,0.3252909183502197,0.29207438230514526
4,0.29515838623046875,0.2758578956127167
5,0.2803536355495453,0.263049840927124
6,0.26916244626045227,0.25642356276512146
7,0.2610096335411072,0.25122058391571045
8,0.2554410398006439,0.24391473829746246
9,0.25036147236824036,0.23649030923843384
10,0.2468898743391037,0.2366941273212433
11,0.24310195446014404,0.2341679483652115
12,0.23990927636623383,0.23052985966205597
13,0.23619894683361053,0.22731387615203857
14,0.23382599651813507,0.2259906530380249
15,0.23151153326034546,0.22559024393558502
16,0.22895781695842743,0.21907201409339905
17,0.22644488513469696,0.21923550963401794
18,0.2247355878353119,0.21693062782287598
19,0.22218208014965057,0.21525050699710846
20,0.22058087587356567,0.2161981463432312
21,0.21857871115207672,0.2113654911518097
22,0.217301607131958,0.21045471727848053
23,0.21473771333694458,0.20665626227855682
24,0.21331320703029633,0.207235649228096
25,0.21251830458641052,0.20775628089904785
26,0.21060088276863098,0.20565645396709442
27,0.20971491932868958,0.2057761698961258
28,0.20848976075649261,0.2028997838497162
29,0.2068769931793213,0.20410515367984772
30,0.20639917254447937,0.20309631526470184
31,0.2054542750120163,0.19933274388313293
32,0.20415401458740234,0.20150984823703766
33,0.20302650332450867,0.2012081891298294
34,0.20189839601516724,0.19674840569496155
35,0.20101472735404968,0.20099636912345886
36,0.2003966122865677,0.19402746856212616
37,0.19856368005275726,0.19715949892997742
38,0.1981430947780609,0.1940736472606659
39,0.19815102219581604,0.19485707581043243
40,0.19772078096866608,0.196604385972023
41,0.19610631465911865,0.1922929733991623
42,0.19544613361358643,0.19329476356506348
43,0.19440646469593048,0.19364532828330994
44,0.19419918954372406,0.1939379870891571
45,0.1928318738937378,0.18905316293239594
46,0.19313344359397888,0.18885082006454468
47,0.19218586385250092,0.18998385965824127
48,0.19096963107585907,0.18528851866722107
49,0.19058571755886078,0.1873980462551117
50,0.19034335017204285,0.18799276649951935
51,0.18964783847332,0.18276388943195343
52,0.18850263953208923,0.1863085776567459
53,0.18843676149845123,0.18628762662410736
54,0.1879132241010666,0.18562830984592438
55,0.187008798122406,0.18793196976184845
56,0.18637846410274506,0.1826159954071045
57,0.18653206527233124,0.1867731213569641
58,0.18534602224826813,0.1842188984155655
59,0.1853218376636505,0.1833190619945526
