epoch,loss,val_loss
0,0.6914188861846924,0.07191284745931625
1,0.6300633549690247,0.08139065653085709
2,0.5494242906570435,0.09731200337409973
3,0.4939884841442108,0.12190894037485123
4,0.45567774772644043,0.15741467475891113
5,0.4031597077846527,0.20452837646007538
6,0.3746880292892456,0.2616109549999237
7,0.3839073181152344,0.3251950144767761
8,0.35381844639778137,0.388533353805542
9,0.3835005462169647,0.44526487588882446
10,0.3896389305591583,0.49034738540649414
11,0.3895235061645508,0.5196111798286438
12,0.3883551061153412,0.531233549118042
13,0.40228402614593506,0.5270609259605408
14,0.3913589417934418,0.5089708566665649
15,0.40431368350982666,0.4813234210014343
16,0.38684138655662537,0.4471169710159302
17,0.3629474639892578,0.4094959795475006
18,0.3601314127445221,0.371263712644577
19,0.33867236971855164,0.3343318700790405
20,0.34108442068099976,0.3008217215538025
