epoch,loss,val_loss
0,0.3330734968185425,0.330759197473526
1,0.3313606083393097,0.322735995054245
2,0.3318544030189514,0.3296208381652832
3,0.3313468098640442,0.3290439546108246
4,0.3305962383747101,0.32417064905166626
5,0.3299458622932434,0.3331262767314911
6,0.331766813993454,0.3279733657836914
7,0.33006274700164795,0.32604533433914185
8,0.33017757534980774,0.3302530348300934
9,0.3314827084541321,0.33196133375167847
10,0.3301272392272949,0.3271016776561737
11,0.3302336633205414,0.32945457100868225
12,0.33024924993515015,0.32534173130989075
13,0.32918933033943176,0.32839933037757874
14,0.3299565315246582,0.3270263373851776
15,0.32889649271965027,0.3283243179321289
16,0.32832401990890503,0.328063428401947
17,0.32812297344207764,0.32559168338775635
18,0.32900282740592957,0.3284875452518463
19,0.3280937373638153,0.3271257281303406
20,0.3274756371974945,0.3277505338191986
21,0.3277575671672821,0.3241182565689087
