epoch,loss,val_loss
0,0.3132430911064148,0.32038795948028564
1,0.3128238022327423,0.3161768615245819
2,0.3124309182167053,0.3162994086742401
3,0.31235039234161377,0.31735387444496155
4,0.31202223896980286,0.3175928592681885
5,0.3119783401489258,0.31654438376426697
6,0.3117676079273224,0.3165968656539917
7,0.311903715133667,0.3204100728034973
8,0.31148701906204224,0.3172464072704315
9,0.3113405704498291,0.3179992437362671
10,0.3110557496547699,0.3169142007827759
11,0.31094351410865784,0.3196204602718353
12,0.31078916788101196,0.31736165285110474
13,0.3106623888015747,0.3174469769001007
14,0.31059297919273376,0.3163364827632904
15,0.310538113117218,0.3190292716026306
16,0.3099566698074341,0.3192688524723053
17,0.3097725212574005,0.31636059284210205
18,0.3098549246788025,0.3173450827598572
19,0.3097350001335144,0.31433725357055664
20,0.30960631370544434,0.32332655787467957
21,0.3097785413265228,0.31468430161476135
22,0.30945679545402527,0.31388846039772034
23,0.3092450201511383,0.3154154121875763
24,0.30928096175193787,0.31659919023513794
25,0.3091038465499878,0.31653153896331787
26,0.3091732859611511,0.3168804943561554
27,0.308792382478714,0.31866464018821716
28,0.30860817432403564,0.3191646337509155
29,0.3086991608142853,0.3153451979160309
30,0.3082502484321594,0.3147347569465637
31,0.3084052503108978,0.3186463415622711
32,0.3083198666572571,0.3174017071723938
33,0.3080507814884186,0.31645774841308594
34,0.30798405408859253,0.31440213322639465
35,0.30755114555358887,0.313590407371521
36,0.30762138962745667,0.31639915704727173
37,0.3076044023036957,0.31548377871513367
38,0.30717554688453674,0.31909674406051636
39,0.3071688711643219,0.313979834318161
40,0.306885302066803,0.3180461525917053
41,0.3073355257511139,0.31928175687789917
42,0.30658549070358276,0.3228200376033783
43,0.3066367208957672,0.31488528847694397
44,0.3066522777080536,0.31705886125564575
45,0.3066098093986511,0.31612318754196167
46,0.30635061860084534,0.3164275884628296
47,0.30659738183021545,0.3180965483188629
48,0.30608463287353516,0.3172403872013092
49,0.30609965324401855,0.3185732960700989
50,0.3056846857070923,0.31456080079078674
51,0.3058207035064697,0.3185728192329407
52,0.30541160702705383,0.31647342443466187
53,0.3058503270149231,0.3150607645511627
54,0.30544084310531616,0.3214435875415802
55,0.3054707646369934,0.31540146470069885
