feature,permutation_train,permutation_test
W1,-0.03112780192801823,0.0834867999588639
W1_err,-0.044859695481938966,0.021982028984207702
g_cmodel_mag,-0.06941048390618015,0.002469230470497019
r_cmodel_mag,-0.08305552642990127,-0.00739904781057904
i_cmodel_mag,-0.08269310578550543,-0.00022908544535904518
z_cmodel_mag,-0.07595291430042395,0.007723005631449231
y_cmodel_mag,-0.08434392427402143,-0.002056561246694233
g_cmodel_magsigma,-0.07663130251283945,0.005177622638554535
r_cmodel_magsigma,-0.05621462603198141,-0.003996709754687522
i_cmodel_magsigma,-0.0768043838691767,-0.00310350636592005
z_cmodel_magsigma,-0.07244886922778154,-0.007543992414990874
y_cmodel_magsigma,-0.07993076620506806,0.005044178074537553
g_cmodel_fracdev,-0.07814758646499503,-0.005896850159458622
r_cmodel_fracdev,-0.08186738825161094,0.007258533100855946
i_cmodel_fracdev,-0.0796001500418308,0.018904529120151337
z_cmodel_fracdev,-0.08089023983561677,-0.013210122155637494
y_cmodel_fracdev,-0.0800234036423732,0.004141573783748798
g_kronflux_mag,-0.0833534806990292,0.0007927596548006899
r_kronflux_mag,-0.08020707205267075,0.014313122593752114
i_kronflux_mag,-0.08145727382289142,-0.015390143746586371
z_kronflux_mag,-0.08367184519541315,-0.006997756062547822
y_kronflux_mag,-0.08410279587091696,0.01700769589402601
g_kronflux_magsigma,-0.07990909170609972,-0.001978312745396116
r_kronflux_magsigma,-0.06803835731114233,0.002682568371415839
i_kronflux_magsigma,-0.07842149176515684,-0.013363907159590627
z_kronflux_magsigma,-0.07133314471591212,0.002910651973423495
y_kronflux_magsigma,-0.07810557164377713,-0.008856369444785905
i_kronflux_radius,-0.07955663919675848,0.0015608864382182785
r_sdssshape_shape11,-0.08333572479013646,0.0055838406874977875
i_sdssshape_shape11,-0.0827928519982527,0.002928804239632876
z_sdssshape_shape11,-0.08327200767354526,-0.011817035657924857
y_sdssshape_shape11,-0.08440782771197958,-0.008910433778070659
r_sdssshape_shape12,-0.08245311015046947,-0.005025469578040009
i_sdssshape_shape12,-0.08120780479589923,-0.007745790009327458
z_sdssshape_shape12,-0.08332308804519634,-0.0049674755357577705
y_sdssshape_shape12,-0.08411453080371961,-0.006276315753629913
r_sdssshape_shape22,-0.08345443428646104,-0.0018956715749622877
i_sdssshape_shape22,-0.08313033104200457,-0.008151659303322678
z_sdssshape_shape22,-0.08162922468540945,-0.009321356592952246
y_sdssshape_shape22,-0.08172047806386817,-0.0014612295351646432
r_sdssshape_shape11sigma,-0.07679331846504028,-0.02134188232997264
i_sdssshape_shape11sigma,-0.07573856239979998,-0.0139288455417797
z_sdssshape_shape11sigma,-0.06960988205668545,-0.009861229498624058
y_sdssshape_shape11sigma,-0.0711731361284556,0.0030286547164972144
r_sdssshape_shape12sigma,-0.0728570369749591,0.0007372101110679208
i_sdssshape_shape12sigma,-0.0758870750230553,-0.01328659376473701
z_sdssshape_shape12sigma,-0.0665779157822447,-0.0013611116177928428
y_sdssshape_shape12sigma,-0.07553012543770338,-0.012977273274410173
r_sdssshape_shape22sigma,-0.07529040555137351,-0.013825351263682728
i_sdssshape_shape22sigma,-0.07594067259222331,-0.014169962743451892
z_sdssshape_shape22sigma,-0.07552697004072867,0.013648870849141792
y_sdssshape_shape22sigma,-0.07449823472794487,0.014446937112841118
gr,-0.07484166788173707,-0.009346484220274731
ri,-0.059106792482262416,0.03754835162581843
iz,-0.06734812777538662,-0.019827057434026074
zy,-0.08330620887359347,0.0008128666952678665
W1g,-0.08358013862113844,-0.009539307215916837
W1r,-0.07897994691823323,0.011172661217235924
W1i,-0.07500698342250717,0.024134881355084736
W1z,-0.08292476233770324,-0.0044954839426231685
W1y,-0.08318434514273709,-0.0037362360873383627
sigma_5,-0.08329157818638294,0.0013641105220529304
sigma_3,-0.08264529663971959,0.0012783524265036483
sigma_7,-0.08505876032628051,-0.003585285832847618
sigma_10,-0.08463766510574283,-0.008518442804807846
sigma_3_1000,-0.08402805698668436,-0.007049733725117413
sigma_5_1000,-0.08439036563462288,-0.00538309135229148
sigma_7_1000,-0.08480291297963383,-0.0067049656667585444
sigma_10_1000,-0.0858162813579561,-0.00830606137124984
sigma_3_3000,-0.08323348321133522,-0.005907877503001868
sigma_5_3000,-0.08393001063735939,-0.0058096004403996315
sigma_7_3000,-0.08462110091982022,-0.004995289040679196
sigma_10_3000,-0.08559676846136605,-0.00734166035548911
sigma_3_5000,-0.08310715834787541,0.0006074506140870684
sigma_5_5000,-0.08467394730280914,-0.009720912178858121
sigma_7_5000,-0.08327797622645139,-0.008835710359338278
sigma_10_5000,-0.08383515638431732,-0.002724317399116216
sigma_3_10000,0.047274346026818514,0.12761096025909222
sigma_5_10000,-0.03767278988742656,0.018520802199880337
sigma_7_10000,-0.03340570220704259,0.026858238395277734
