   667 WH J011125.5+010738    17.85625    1.12727  1.3723 22.898 19.261   5.71 0.449  17.94   0.82   6          
   668 WH J011126.4-004508    17.86019   -0.75223  1.4248 24.001 19.684   5.33 0.429  15.24   0.70   7          
   669 WH J011127.9+013536    17.86605    1.59321  0.8812 21.116 18.885   5.91 0.575  24.28   1.10  15          
   670 WH J011127.9+015802    17.86644    1.96735  0.3338 17.525 16.887   8.40 0.633  24.83   1.12  17  WHL     
   671 WH J011132.2+005117    17.88436    0.85464  0.4599 19.076 18.260   6.10 0.490  16.92   0.77  13  WHL     
   672 WH J011133.0-001905    17.88768   -0.31818  0.5033 19.511 18.162   5.14 0.555  18.36   0.84  15  WHL     
   673 WH J011134.0-003702    17.89187   -0.61718  0.7326 20.473 18.361   6.20 0.513  22.92   1.04  10          
   674 WH J011134.1-005334    17.89206   -0.89265  0.4694 18.921 18.017   6.27 0.611  18.59   0.85  16          
   675 WH J011135.5+000603    17.89785    0.10095  0.7249 20.060 18.574   5.56 0.553  24.85   1.12  12          
   676 WH J011138.6+015328    17.91081    1.89121  0.7898 20.819 18.420  10.80 0.666  41.37   1.83  26          
   677 WH J011138.6-005442    17.91094   -0.91166  0.8798 21.181 18.747   5.30 0.538  25.88   1.17  11          
   678 WH J011140.8-004545    17.91996   -0.76258  0.1492 16.091 16.334   6.68 0.792  33.96   1.51  33  WHL     
   679 WH J011144.7+004902    17.93605    0.81727  1.0348 22.316 18.904   7.19 0.538  24.44   1.10   9          
   680 WH J011145.3+003022    17.93867    0.50620  0.9062 21.164 18.470   5.62 0.560  25.08   1.13  12          
   681 WH J011145.7+000938    17.94042    0.16057  0.3778 19.020 18.122   6.26 0.501  15.07   0.69   9          
   682 WH J011147.4+015725    17.94748    1.95697  0.8885 20.725 17.935   8.37 0.545  27.24   1.22  11          
   683 WH J011148.8-000105    17.95341   -0.01816  0.2524 16.803 16.201  11.66 0.806  47.81   2.10  36  WHL     
   684 WH J011149.0-002951    17.95420   -0.49749  0.1895 16.560 16.510   5.40 0.565  15.60   0.72  19  WHL     
   685 WH J011149.6+015240    17.95651    1.87769  0.6947 20.144 18.060   5.72 0.589  25.92   1.17  14  WHL     
   686 WH J011150.1+004752    17.95887    0.79767  0.9747 21.489 18.824   8.13 0.570  27.29   1.23  12          
   687 WH J011152.6+005001    17.96928    0.83352  0.9948 22.046 19.186   5.47 0.548  20.77   0.94  12          
   688 WH J011154.3+021233    17.97609    2.20920  1.0677 21.853 18.883   8.23 0.633  42.28   1.87  11          
   689 WH J011155.3+011305    17.98046    1.21814  1.0846 22.106 19.116   8.27 0.571  34.16   1.52  20          
   690 WH J011157.0-002927    17.98755   -0.49085  0.7705 20.660 18.445   5.45 0.550  21.16   0.96  15          
   691 WH J011200.0-005707    18.00000   -0.95189  0.6363 18.951 17.785  12.94 0.798  58.45   2.55  32  WHL     
   692 WH J011202.8+000707    18.01186    0.11854  0.7187 20.783 18.765   5.96 0.515  21.95   1.00  14          
   693 WH J011203.9-005617    18.01610   -0.93814  0.5293 18.963 17.964   5.00 0.541  16.50   0.76  11          
   694 WH J011204.1+003244    18.01692    0.54560  0.5057 19.144 17.802   8.94 0.619  25.89   1.17  15  WHL     
   695 WH J011209.2+001202    18.03839    0.20061  0.3253 18.332 17.857   5.55 0.567  16.93   0.78  15  WHL     
   696 WH J011222.2+001340    18.09261    0.22774  0.9909 21.378 18.469  10.20 0.673  43.59   1.92  18          
   697 WH J011224.4-003214    18.10155   -0.53724  0.4700 18.788 17.914   5.56 0.496  15.47   0.71  13          
   698 WH J011225.8+022238    18.10743    2.37728  0.5029 18.866 17.382   6.76 0.562  20.61   0.94   9          
   699 WH J011227.1-002345    18.11272   -0.39570  0.4633 19.423 18.303   6.61 0.623  22.97   1.04  22  WHL     
   700 WH J011227.2+014820    18.11348    1.80560  0.6126 19.816 18.264   6.08 0.528  19.88   0.90   9          
   701 WH J011227.4-004418    18.11426   -0.73826  1.2360 22.831 18.612   5.18 0.486  21.17   0.96   9          
   702 WH J011228.1+004459    18.11728    0.74982  1.1820 22.405 18.969   5.34 0.476  20.44   0.93   7          
   703 WH J011230.4+004456    18.12685    0.74886  1.4444 23.592 19.637   5.21 0.433  16.33   0.75   6          
   704 WH J011234.0+000715    18.14161    0.12085  0.6555 19.774 18.477   7.23 0.623  31.55   1.41  15          
   705 WH J011235.0+005258    18.14579    0.88287  0.1879 17.333 17.217   5.63 0.545  18.71   0.85  22  WHL     
   706 WH J011235.0-004856    18.14598   -0.81542  0.4496 18.902 17.925   7.78 0.529  20.80   0.94  17          
   707 WH J011236.1+001157    18.15039    0.19930  0.6035 19.952 18.427   7.14 0.722  41.37   1.83  31  WHL     
   708 WH J011239.0+020829    18.16247    2.14140  1.4663 23.520 19.253   6.14 0.486  21.95   1.00   6          
   709 WH J011239.6+003302    18.16485    0.55061  0.9828 21.533 18.714   5.25 0.463  18.39   0.84   8          
   710 WH J011239.7+015316    18.16552    1.88790  0.7757 20.798 18.253   9.11 0.664  38.56   1.71  19          
   711 WH J011242.1-001312    18.17551   -0.22006  0.8844 21.375 19.200   5.71 0.548  18.43   0.84  14          
   712 WH J011243.3+015816    18.18036    1.97121  0.9881 21.883 18.900   5.32 0.445  18.22   0.83   7          
   713 WH J011247.4+005255    18.19761    0.88183  0.3565 18.673 17.768   6.64 0.698  28.90   1.30  22  WHL     
   714 WH J011247.9-000620    18.19965   -0.10551  0.7234 19.754 18.201   9.80 0.633  35.74   1.59  23          
   715 WH J011248.4-003015    18.20175   -0.50416  0.8378 21.539 18.573   5.16 0.518  17.80   0.81  10          
   716 WH J011249.2+021506    18.20487    2.25166  1.4971 23.206 18.919  10.69 0.572  39.56   1.75  12          
   717 WH J011250.4+014416    18.21005    1.73776  1.3358 23.029 18.992   6.93 0.523  27.36   1.23   9          
   718 WH J011250.9+011943    18.21213    1.32852  0.8782 20.546 18.074   5.34 0.447  18.01   0.82   8          
   719 WH J011253.9+011732    18.22446    1.29232  0.3622 18.369 17.650   8.83 0.623  25.29   1.14  23  WHL     
   720 WH J011255.0+013814    18.22932    1.63717  1.2757 23.798 19.535   7.36 0.531  30.61   1.37  10          
   721 WH J011257.3+011440    18.23857    1.24437  0.7534 20.263 18.122  10.07 0.664  37.93   1.68  23          
   722 WH J011257.6+010750    18.24000    1.13055  0.7345 20.463 18.686   5.18 0.558  19.03   0.87  13          
   723 WH J011258.3+003640    18.24300    0.61106  0.4632 18.197 17.533   5.44 0.595  24.40   1.10  16          
   724 WH J011300.3+000625    18.25125    0.10701  0.8613 21.175 18.722   5.57 0.463  19.00   0.87  11          
   725 WH J011303.6+002531    18.26510    0.42535  0.5731 19.843 18.087   6.21 0.616  23.37   1.06  14  WHL     
   726 WH J011304.0-004113    18.26651   -0.68682  0.4142 18.971 17.989   7.48 0.586  20.06   0.91  18  WHL     
   727 WH J011304.5+021559    18.26863    2.26626  0.7732 20.849 18.682   9.63 0.686  38.99   1.73  20          
   728 WH J011304.7+020143    18.26953    2.02874  1.3277 23.308 19.369   5.34 0.472  21.77   0.99   7          
   729 WH J011307.7+012525    18.28191    1.42355  0.7588 19.981 18.076   6.54 0.547  23.34   1.06  15          
   730 WH J011311.9+011109    18.29972    1.18584  0.8985 21.026 18.362   6.01 0.481  19.77   0.90   9          
   731 WH J011313.0+004748    18.30434    0.79671  0.7438 20.373 18.423   5.25 0.541  23.02   1.04  11          
   732 WH J011315.4+015319    18.31431    1.88851  0.8691 22.679 19.350   5.12 0.443  16.88   0.77   8          
   733 WH J011317.6+011657    18.32318    1.28248  1.1669 22.404 18.989   6.34 0.490  24.48   1.10  11          
   734 WH J011318.6+005659    18.32768    0.94976  1.1656 22.222 18.970   5.45 0.503  20.92   0.95  10          
   735 WH J011319.6+021516    18.33172    2.25451  0.7792 20.359 18.616   6.15 0.600  23.11   1.05  11          
   736 WH J011322.4+010108    18.34348    1.01896  0.6736 20.475 17.857   8.33 0.658  37.66   1.67  21          
   737 WH J011324.3+012123    18.35124    1.35652  0.7495 19.992 17.960  12.02 0.802  66.01   2.86  35          
   738 WH J011328.4+012012    18.36840    1.33669  1.2940 23.487 19.228   5.41 0.460  22.30   1.01   7          
   739 WH J011336.2+020306    18.40094    2.05161  1.3670 23.489 19.621   5.18 0.462  18.34   0.84   7          
   740 WH J011337.2+000833    18.40497    0.14240  0.5427 18.897 17.705   5.11 0.525  15.84   0.73   9          
   741 WH J011338.8+011820    18.41184    1.30542  0.6336 19.576 17.877   6.20 0.568  21.38   0.97  10          
   742 WH J011341.5-003434    18.42296   -0.57610  0.4065 18.263 17.769   6.45 0.546  15.62   0.72  11          
   743 WH J011345.0+012412    18.43757    1.40346  0.1354 16.773 16.490   8.01 0.798  35.59   1.58  26  WHL     
   744 WH J011349.9+004403    18.45787    0.73412  0.7339 20.561 18.114  15.52 0.791  60.28   2.62  28          
   745 WH J011352.1+000337    18.46724    0.06018  1.1220 22.173 19.169   5.58 0.480  22.63   1.02  11          
   746 WH J011357.8+021810    18.49073    2.30271  0.4447 19.375 17.729   6.44 0.559  17.84   0.82  12  CAMIRA14
   747 WH J011359.2-004809    18.49681   -0.80256  1.1737 22.581 18.993   5.31 0.487  18.29   0.84   6          
   748 WH J011406.9+002439    18.52887    0.41073  0.6348 19.434 17.786   6.88 0.590  24.95   1.13  10  WHL     
   749 WH J011411.1+015252    18.54615    1.88113  0.4190 18.758 17.797   7.70 0.551  20.06   0.91  13  WHL     
   750 WH J011413.5-004650    18.55631   -0.78049  1.1144 22.668 19.069   5.90 0.555  27.01   1.21  13          
   751 WH J011415.1+012037    18.56292    1.34368  1.4374 23.228 19.455   7.73 0.535  33.21   1.48  11          
   752 WH J011418.8+021521    18.57829    2.25572  0.2955 17.700 17.226   7.37 0.713  31.57   1.41  31  WHL     
   753 WH J011420.4+011234    18.58503    1.20948  0.8821 21.415 18.321   7.64 0.630  31.46   1.41  14          
   754 WH J011420.7-000447    18.58611   -0.07971  0.6380 19.736 18.114   5.80 0.532  19.86   0.90  11          
   755 WH J011423.4-000755    18.59764   -0.13190  1.3072 23.443 19.363   8.39 0.567  36.30   1.61  16          
   756 WH J011423.6-004547    18.59829   -0.76310  0.9736 21.151 18.170   9.21 0.566  31.11   1.39   9          
   757 WH J011423.7-000527    18.59864   -0.09094  0.4234 18.629 17.411   6.07 0.562  16.33   0.75   9  WHL     
   758 WH J011425.6+002933    18.60662    0.49243  0.3453 18.127 17.454   7.42 0.687  25.69   1.16  26  WHL     
   759 WH J011426.3+020139    18.60975    2.02742  0.5010 19.165 18.072   6.61 0.596  20.48   0.93  14          
   760 WH J011427.5+020219    18.61460    2.03853  0.6867 20.156 18.298   6.00 0.619  23.02   1.04  15          
   761 WH J011427.5+021413    18.61464    2.23686  0.6980 19.693 17.980   6.17 0.574  23.91   1.08  12          
   762 WH J011429.5-004601    18.62295   -0.76685  0.1788 16.745 16.612   6.36 0.845  37.53   1.66  34  WHL     
   763 WH J011434.1+004137    18.64227    0.69357  0.3546 17.591 17.407   7.98 0.722  25.32   1.14  23  WHL     
   764 WH J011436.3+002331    18.65132    0.39206  0.6402 19.369 17.914   8.49 0.594  28.03   1.26  12          
   765 WH J011440.7-001818    18.66946   -0.30508  1.2904 23.618 19.527   5.48 0.495  22.46   1.02  10          
   766 WH J011444.9-000730    18.68690   -0.12498  1.2428 23.816 19.513   7.02 0.569  35.83   1.59  15          
   767 WH J011449.6+001007    18.70661    0.16848  0.4356 19.186 17.981   6.14 0.510  16.23   0.74  10          
   768 WH J011453.8+001015    18.72425    0.17090  0.5251 19.492 18.086   7.94 0.585  24.23   1.09  12          
   769 WH J011459.2+012615    18.74683    1.43746  0.3666 18.774 17.381   9.17 0.666  27.27   1.23  20  WHL     
   770 WH J011500.7-004910    18.75303   -0.81943  0.6445 20.149 18.341   5.21 0.476  17.62   0.81  10          
   771 WH J011505.9+014442    18.77476    1.74499  0.4512 18.746 17.673   5.36 0.562  15.39   0.71  11          
   772 WH J011507.3+003321    18.78053    0.55576  1.1911 22.538 18.686   5.40 0.459  17.55   0.80   6          
   773 WH J011510.7+005541    18.79479    0.92793  1.3613 23.075 19.070   6.26 0.492  24.50   1.11   8          
   774 WH J011512.4+012041    18.80153    1.34477  0.7663 20.178 17.841   7.28 0.556  26.78   1.20  13          
   775 WH J011513.5-000151    18.80643   -0.03080  0.8346 20.386 18.450   7.70 0.596  32.44   1.45  19          
   776 WH J011514.4-010305    18.80993   -1.05139  0.9743 20.560 18.043  12.19 0.648  42.90   1.89  13          
   777 WH J011515.1+001910    18.81286    0.31937  1.2916 23.428 19.602   5.40 0.462  17.91   0.82   6          
   778 WH J011515.9+020203    18.81642    2.03424  0.7650 20.564 18.535   5.42 0.549  20.27   0.92  11          
   779 WH J011517.5-001441    18.82295   -0.24485  0.9606 21.419 18.724   6.05 0.487  16.78   0.77   7          
   780 WH J011517.8+010837    18.82413    1.14348  1.1105 22.457 18.674   5.31 0.547  20.87   0.95  10          
   781 WH J011518.4+014521    18.82670    1.75595  0.6772 20.016 18.207   8.48 0.680  39.56   1.75  25          
   782 WH J011520.5+001830    18.83538    0.30830  0.6529 19.938 17.607   6.14 0.508  20.71   0.94   9          
   783 WH J011521.1+011718    18.83801    1.28822  0.9847 21.218 18.194   7.29 0.510  24.88   1.12  11          
   784 WH J011522.4+010547    18.84326    1.09646  1.3465 22.426 19.032   8.71 0.558  35.79   1.59   8          
   785 WH J011527.8-002352    18.86568   -0.39791  0.9877 20.816 18.339   5.95 0.485  20.61   0.94   8          
   786 WH J011528.0+020015    18.86684    2.00416  0.3284 17.229 17.237   7.74 0.639  24.49   1.11  20  WHL     
   787 WH J011532.4+011349    18.88512    1.23021  0.7131 20.795 18.812   7.34 0.612  29.69   1.33  20          
   788 WH J011532.9-003400    18.88705   -0.56676  1.2325 23.063 19.347   6.76 0.511  27.27   1.23   8          
   789 WH J011533.7+013928    18.89039    1.65790  0.5412 18.959 17.925   5.70 0.552  17.59   0.80   8          
   790 WH J011535.6+014246    18.89845    1.71265  0.8256 20.532 18.544   7.96 0.570  28.44   1.28  11          
   791 WH J011535.9+005002    18.89964    0.83378  1.3434 22.448 18.756   7.09 0.511  27.97   1.26   8          
   792 WH J011540.0+020017    18.91651    2.00461  0.1324 16.045 16.367   5.28 0.657  16.63   0.76  14  WHL     
   793 WH J011545.9+003426    18.94123    0.57396  0.5595 19.446 18.225   7.96 0.615  26.19   1.18  16  WHL     
   794 WH J011546.0+005949    18.94172    0.99701  1.6788 24.477 19.342   6.26 0.391  16.73   0.77   6          
   795 WH J011547.4+005044    18.94748    0.84563  0.7461 20.154 18.294   8.34 0.645  37.06   1.65  19          
   796 WH J011549.7+001024    18.95724    0.17322  0.8923 21.651 18.987   5.64 0.528  22.16   1.00  10          
   797 WH J011551.8-010309    18.96575   -1.05245  0.9692 20.471 18.438   5.86 0.479  20.13   0.92   8          
   798 WH J011554.1+003845    18.97542    0.64590  1.4397 22.877 18.881   6.91 0.479  25.07   1.13   6          
   799 WH J011555.3+004309    18.98041    0.71912  0.5570 20.504 18.819   5.97 0.573  20.07   0.91  18          
   800 WH J011556.6+022739    18.98580    2.46070  0.7522 20.180 18.249   5.85 0.547  22.59   1.02  11          
   801 WH J011557.3+000648    18.98880    0.11335  1.0656 21.320 18.445   9.50 0.572  33.58   1.50  13          
   802 WH J011558.7+004105    18.99447    0.68471  0.7378 20.318 18.014   5.18 0.551  19.46   0.89  11          
   803 WH J011600.4+005950    19.00156    0.99712  0.5548 19.542 18.091   6.79 0.706  34.06   1.52  21  WHL     
   804 WH J011600.6+004342    19.00257    0.72835  0.7029 20.141 17.942   8.42 0.661  33.43   1.49  21  WH18    
   805 WH J011602.1-001814    19.00893   -0.30399  1.1792 22.359 18.691   6.89 0.533  27.20   1.22  10          
   806 WH J011603.3+001513    19.01389    0.25366  0.8375 20.672 18.283   7.39 0.534  25.16   1.13  14          
   807 WH J011605.0+020819    19.02067    2.13873  0.6878 20.752 18.858   5.17 0.562  21.26   0.96  16          
   808 WH J011607.6-004908    19.03161   -0.81898  1.3755 23.057 19.191   6.71 0.502  25.71   1.16   9          
   809 WH J011612.2-001836    19.05079   -0.31003  1.0982 22.890 19.323   6.45 0.548  27.28   1.23  17          
   810 WH J011615.8+004819    19.06577    0.80532  1.2037 22.128 18.928   6.12 0.508  24.58   1.11   8          
   811 WH J011616.2+010456    19.06756    1.08210  1.3388 22.415 18.851   5.01 0.464  19.52   0.89   6          
   812 WH J011620.5-000930    19.08543   -0.15835  0.8303 20.938 18.531   5.84 0.496  20.60   0.94  13          
   813 WH J011624.5-000801    19.10193   -0.13350  0.1753 16.089 15.964   6.17 0.679  25.41   1.14  19  WHL     
   814 WH J011634.6+010037    19.14396    1.01036  1.1223 23.401 19.506   8.06 0.577  34.90   1.55  14          
   815 WH J011638.2-000116    19.15917   -0.02101  0.2966 18.109 17.657   5.20 0.608  18.20   0.83  11          
   816 WH J011638.3+014411    19.15970    1.73627  0.9209 20.629 18.437   6.18 0.511  20.60   0.94   9          
   817 WH J011645.1-004249    19.18803   -0.71370  0.6930 19.878 18.135   5.48 0.519  19.95   0.91  13          
   818 WH J011647.8-005136    19.19937   -0.85997  0.5064 18.978 17.999   6.96 0.558  21.63   0.98  18  WHL     
   819 WH J011649.8+012719    19.20746    1.45514  0.6218 19.886 17.967   6.81 0.584  22.62   1.02  15  WHL     
   820 WH J011653.7+011507    19.22362    1.25189  0.6333 19.730 18.182  10.53 0.660  38.19   1.69  24  WHL     
   821 WH J011653.7+023319    19.22376    2.55524  0.4560 18.641 17.854   6.04 0.517  16.50   0.76  10  WHL     
   822 WH J011653.7+003221    19.22378    0.53929  0.5498 19.398 17.682   6.76 0.566  20.81   0.95  13          
   823 WH J011655.3+021520    19.23021    2.25549  1.2424 23.206 19.002   6.49 0.501  26.59   1.20  13          
   824 WH J011700.0+001631    19.24992    0.27514  0.5088 20.180 18.532   5.59 0.546  18.06   0.83  16          
   825 WH J011700.0+011326    19.24996    1.22397  1.3982 22.562 18.935   5.35 0.428  20.50   0.93   9          
   826 WH J011701.6+015141    19.25661    1.86140  0.9688 21.310 18.580  12.34 0.708  52.46   2.30  20          
   827 WH J011702.7-002453    19.26130   -0.41461  0.7426 20.093 18.220   5.59 0.520  20.70   0.94   9          
   828 WH J011703.5-004600    19.26456   -0.76673  1.1569 21.947 18.686   7.61 0.581  36.38   1.62  13          
   829 WH J011704.3-001842    19.26785   -0.31156  0.4913 19.426 17.986   5.69 0.512  16.57   0.76   9  WHL     
   830 WH J011705.8-004201    19.27399   -0.70016  1.1805 22.123 19.050   5.05 0.435  15.00   0.69   7          
   831 WH J011706.8+014107    19.27841    1.68541  0.8597 21.654 18.821   6.45 0.505  21.51   0.98  12          
   832 WH J011712.2+000106    19.30077    0.01822  1.5550 23.783 19.819   5.43 0.408  17.97   0.82   6          
   833 WH J011717.9+021605    19.32461    2.26792  0.9870 20.506 18.133   9.41 0.577  32.09   1.43  10          
   834 WH J011724.9-002536    19.35383   -0.42658  1.3242 23.385 19.234   7.62 0.611  43.29   1.91  14          
   835 WH J011725.7+012059    19.35714    1.34976  0.7426 19.919 17.804  10.05 0.708  46.62   2.05  23          
   836 WH J011725.9+012042    19.35812    1.34494  0.9779 21.400 18.316   6.94 0.503  23.58   1.07  10          
   837 WH J011726.5-004957    19.36035   -0.83238  1.1465 22.053 18.635   7.38 0.564  32.98   1.47  13          
   838 WH J011729.2-003435    19.37146   -0.57628  0.5490 19.374 17.871   7.01 0.542  21.55   0.98  10          
   839 WH J011733.1-002241    19.38811   -0.37793  1.3077 22.066 18.524   8.59 0.575  34.62   1.54   8          
   840 WH J011735.3+021257    19.39709    2.21580  0.5943 19.387 18.039   5.58 0.547  18.20   0.83  10          
   841 WH J011736.2+000831    19.40086    0.14207  0.3625 18.576 17.199   7.56 0.620  19.29   0.88  11          
   842 WH J011736.2-005905    19.40096   -0.98479  0.4899 18.910 18.212  11.15 0.648  31.82   1.42  21  WHL     
   843 WH J011736.4+002039    19.40176    0.34417  0.9358 20.756 18.208   6.92 0.535  23.85   1.08   9          
   844 WH J011740.0+015059    19.41662    1.84975  0.7138 19.174 17.523   8.41 0.622  31.51   1.41  14          
   845 WH J011740.5-005048    19.41873   -0.84676  0.7416 19.987 17.933   9.78 0.662  39.83   1.76  15          
   846 WH J011743.4-001127    19.43073   -0.19091  0.5900 18.737 17.342   7.79 0.617  26.08   1.17  13          
   847 WH J011744.6-005444    19.43583   -0.91216  1.2344 21.766 18.497  10.35 0.605  40.90   1.81  12          
   848 WH J011745.1+021839    19.43801    2.31077  1.3031 23.587 19.460   5.94 0.509  23.83   1.08   8          
   849 WH J011745.2+012436    19.43827    1.41006  0.5546 20.029 18.434   6.04 0.571  19.44   0.89  10          
   850 WH J011748.3-000408    19.45118   -0.06895  1.4451 22.553 18.889   5.71 0.472  20.66   0.94   6          
   851 WH J011748.3-002622    19.45145   -0.43945  0.8850 20.836 18.348   5.76 0.596  23.44   1.06  11          
   852 WH J011749.7+021538    19.45694    2.26066  0.5798 19.649 18.237   5.05 0.527  16.49   0.76   8          
   853 WH J011752.9+005740    19.47058    0.96118  0.5772 19.834 18.118   7.99 0.661  30.35   1.36  18  WHL     
   854 WH J011756.9+003938    19.48717    0.66059  0.6348 20.269 18.334   7.09 0.596  24.00   1.08  14  WHL     
   855 WH J011803.9-002144    19.51610   -0.36209  1.1340 22.937 19.517   8.34 0.561  32.57   1.45  15          
   856 WH J011804.7+012554    19.51947    1.43161  1.3334 23.193 19.167   5.07 0.442  21.20   0.96  10          
   857 WH J011805.4+011627    19.52250    1.27403  0.6860 19.362 18.085   5.55 0.637  24.44   1.10  18          
   858 WH J011806.2-000243    19.52578   -0.04528  1.1727 21.973 18.380   7.89 0.531  29.73   1.33   9          
   859 WH J011806.5+013139    19.52709    1.52737  1.3367 23.062 19.104   6.39 0.506  25.38   1.14  10          
   860 WH J011815.7+020206    19.56540    2.03502  0.5213 19.570 18.406   7.58 0.576  24.46   1.10  10          
   861 WH J011821.8-005010    19.59073   -0.83613  0.5776 19.288 17.986   7.26 0.590  23.28   1.05   9          
   862 WH J011822.9+010723    19.59538    1.12300  1.2052 22.638 18.978   8.63 0.561  32.66   1.46  13          
   863 WH J011824.7+010448    19.60280    1.07992  0.6648 20.537 17.834   5.21 0.536  18.37   0.84  11          
   864 WH J011826.2+014058    19.60897    1.68272  1.3088 22.041 18.608  11.04 0.707  72.75   3.14  20          
   865 WH J011827.4+014627    19.61428    1.77416  1.2880 22.387 18.865   7.91 0.559  33.72   1.50  13          
   866 WH J011831.6+013503    19.63151    1.58419  0.6385 19.490 18.045   5.05 0.511  17.67   0.81  10  WHL     
   867 WH J011832.4-002306    19.63517   -0.38513  0.9708 21.490 18.570   8.19 0.555  31.62   1.41  18          
   868 WH J011833.3+002028    19.63868    0.34123  0.9641 21.925 19.121   6.53 0.488  22.11   1.00   9          
   869 WH J011833.3+014121    19.63878    1.68905  0.7608 21.032 18.593   6.09 0.586  22.38   1.01   9          
   870 WH J011835.6+014945    19.64814    1.82922  1.2172 22.405 18.962   8.83 0.557  33.98   1.51  12          
   871 WH J011836.4-001306    19.65185   -0.21822  0.3729 17.936 17.574   6.21 0.481  15.21   0.70   7          
   872 WH J011840.3+013656    19.66800    1.61548  1.2205 22.733 19.033   5.16 0.494  20.59   0.94   8          
   873 WH J011840.5+020310    19.66883    2.05289  0.6794 20.044 18.070   8.12 0.579  28.38   1.27  12          
   874 WH J011844.3+014723    19.68459    1.78970  1.4094 22.871 19.038   6.60 0.498  24.08   1.09   9          
   875 WH J011848.1+012632    19.70049    1.44212  1.4013 22.634 18.898  10.81 0.576  38.76   1.72   8          
   876 WH J011850.4+002303    19.71019    0.38420  1.1415 21.834 18.837   6.48 0.578  26.57   1.19  11          
   877 WH J011850.5+003638    19.71061    0.61057  0.4662 19.352 18.158   6.76 0.553  20.00   0.91  13          
   878 WH J011851.3+005511    19.71361    0.91959  1.3913 23.454 19.234   5.33 0.488  19.99   0.91   7          
   879 WH J011900.3+003911    19.75115    0.65305  1.1789 22.335 19.181   6.81 0.521  25.67   1.16   9          
   880 WH J011902.0+003908    19.75847    0.65216  0.5485 18.835 18.232   5.67 0.484  17.58   0.80  16          
   881 WH J011902.4+002300    19.75996    0.38330  0.9959 21.782 18.775   9.39 0.606  33.60   1.50  13          
   882 WH J011916.3+000323    19.81808    0.05646  0.7608 20.338 18.022   8.77 0.574  32.00   1.43  15          
   883 WH J011919.9+011145    19.83297    1.19582  0.5961 20.178 18.888   5.07 0.583  20.79   0.94  15          
   884 WH J011920.8+012403    19.83659    1.40090  0.6120 19.274 17.845   5.55 0.574  24.29   1.10  11          
   885 WH J011923.8+005452    19.84902    0.91450  1.3144 23.000 19.172   5.11 0.438  21.40   0.97   8          
   886 WH J011926.5-000614    19.86055   -0.10399  0.3572 17.727 17.401   6.07 0.516  15.81   0.73  11  WHL     
   887 WH J011927.0+011405    19.86252    1.23476  0.6128 19.010 17.846  12.87 0.776  54.08   2.36  32  WHL     
   888 WH J011927.3-002744    19.86376   -0.46221  1.1929 22.170 19.186   5.84 0.499  22.15   1.00   9          
   889 WH J011929.5+002951    19.87292    0.49762  1.3678 22.703 18.941   9.73 0.572  36.81   1.63   9          
   890 WH J011930.8-005939    19.87836   -0.99411  1.2713 22.234 18.430  13.07 0.693  59.62   2.60  17          
   891 WH J011935.1-002511    19.89613   -0.41974  0.8081 20.683 18.588   6.20 0.549  21.79   0.99  14          
   892 WH J011940.2-000624    19.91757   -0.10660  0.9370 21.293 18.943   5.28 0.497  17.83   0.82   8          
   893 WH J011941.2+011124    19.92186    1.18991  0.5383 19.974 18.196   5.75 0.546  18.76   0.86  10          
   894 WH J011944.8+011721    19.93647    1.28918  0.6132 18.786 17.676   9.01 0.700  36.40   1.62  26  WHL     
   895 WH J011947.1+004912    19.94640    0.81994  0.7335 19.816 17.987  16.26 0.800  64.99   2.82  40  WHL     
   896 WH J011950.4-000306    19.95989   -0.05176  0.7664 21.264 18.531   5.37 0.547  22.24   1.01  14          
   897 WH J011957.5+000515    19.98974    0.08746  1.3047 23.417 19.316   9.63 0.584  38.05   1.69  13          
   898 WH J012003.3+005405    20.01372    0.90125  0.7225 19.924 18.116   8.07 0.725  49.62   2.18  19  WHL     
   899 WH J012011.8+003845    20.04933    0.64579  0.5998 19.653 18.247   6.01 0.501  19.88   0.90   8          
   900 WH J012013.1-003405    20.05439   -0.56815  1.3252 22.663 19.277   8.76 0.563  35.85   1.59  13          
   901 WH J012016.4+003941    20.06829    0.66147  0.7552 19.799 18.188   6.45 0.581  25.97   1.17  14          
   902 WH J012018.8-004557    20.07825   -0.76580  1.1255 22.341 18.960   6.15 0.488  22.06   1.00  10          
   903 WH J012018.9+004335    20.07881    0.72625  1.1356 21.784 18.768   8.56 0.555  33.18   1.48  16          
   904 WH J012020.9-003741    20.08711   -0.62811  0.6720 19.670 18.062   6.05 0.601  22.35   1.01  17          
   905 WH J012025.8-004909    20.10752   -0.81914  0.7836 20.331 18.153   8.36 0.672  42.56   1.88  24          
   906 WH J012027.9-004810    20.11616   -0.80277  0.9244 21.207 18.270  12.14 0.666  44.14   1.95  21          
   907 WH J012028.0-010056    20.11678   -1.01566  1.3028 23.321 19.391   5.48 0.473  22.23   1.01   8          
   908 WH J012031.0+000710    20.12901    0.11949  0.7585 20.057 17.994   6.89 0.533  25.38   1.14  11          
   909 WH J012034.7-001920    20.14477   -0.32220  0.3525 19.090 17.924   8.88 0.667  23.80   1.08  16  WHL     
   910 WH J012039.9-004217    20.16640   -0.70479  0.8762 20.646 18.561   7.08 0.575  28.41   1.27  12          
   911 WH J012050.2-000920    20.20931   -0.15553  0.9252 20.590 18.409   5.85 0.451  18.82   0.86   8          
