feature,permutation_train,permutation_test,gini
W1,0.0009405731050408095,0.004580295543148501,0.016726144575284888
W1_err,0.00042125613943936696,0.00263783311813189,0.01332938414613344
g_cmodel_mag,4.555410901256144e-05,0.003925746514856036,0.012084122983280479
r_cmodel_mag,5.435780528932158e-05,0.004028020864315751,0.013913712840000432
i_cmodel_mag,6.733810403836138e-05,0.005048625629970179,0.011597123826081033
z_cmodel_mag,0.00013092112696988512,0.0031817431116537196,0.011369487968613182
y_cmodel_mag,0.00010366715551139254,0.0031912794748684505,0.012091926475188317
g_cmodel_magsigma,6.139063575028025e-05,0.0025204245847781173,0.010529011789931089
r_cmodel_magsigma,3.796606269305484e-05,0.001329564659928802,0.01018661494183355
i_cmodel_magsigma,2.9126913409986226e-05,0.00039601839121664967,0.008017589519104279
z_cmodel_magsigma,4.358946105627778e-05,0.0003496222731988648,0.009533959386484797
y_cmodel_magsigma,6.168009967814451e-05,0.0004360934123533629,0.010090144713373808
g_cmodel_fracdev,5.2818531070419894e-05,0.0027169364139499885,0.00409686971042046
r_cmodel_fracdev,0.00011171316312922712,0.007174999606185469,0.006675192742343953
i_cmodel_fracdev,0.00022871502316323955,0.0034865389629851196,0.009846018333994547
z_cmodel_fracdev,0.00011259987736178534,0.0019490874621252985,0.007997094336848863
y_cmodel_fracdev,8.518192712192452e-05,0.0015425408597515473,0.006538585955600183
g_kronflux_mag,5.4136158803822866e-05,0.002888240796373065,0.010889827091467083
r_kronflux_mag,5.385947493633895e-05,0.0033685016796599263,0.013082436652599099
i_kronflux_mag,5.385208791275353e-05,0.004131923227172041,0.012410466828996932
z_kronflux_mag,0.00012436779596066336,0.0029476187919318386,0.012216836077783507
y_kronflux_mag,0.00010868509498063172,0.004139706628177271,0.011692404709851754
g_kronflux_magsigma,6.682974978019136e-05,0.0028192998511064418,0.010423020843671667
r_kronflux_magsigma,4.696367575300157e-05,0.001975961904519319,0.013361236707615506
i_kronflux_magsigma,3.2698870716700114e-05,0.0005789224883163321,0.00960918819440651
z_kronflux_magsigma,4.623220401837417e-05,0.0002090168775233566,0.009580347812881638
y_kronflux_magsigma,5.379227744265839e-05,0.0005279638149159697,0.008908519971478969
i_kronflux_radius,3.268643362737874e-05,-4.016106656997328e-05,0.0077335234063037155
r_sdssshape_shape11,2.0582346178558513e-05,-5.965493303838887e-05,0.007273429010433526
i_sdssshape_shape11,2.527459963149366e-05,4.806511626187504e-05,0.007201328119172011
z_sdssshape_shape11,2.2717778344135315e-05,-8.590222013856359e-05,0.007133492514502537
y_sdssshape_shape11,2.8995511292021863e-05,1.8419778506288214e-05,0.007199394822237838
r_sdssshape_shape12,1.7057160925408137e-05,-0.0003898296061979704,0.007339528915510462
i_sdssshape_shape12,1.570019846708348e-05,-0.0004612147959665025,0.0071906461349677785
z_sdssshape_shape12,1.587145889747621e-05,-0.0004888436234187962,0.007184139969105348
y_sdssshape_shape12,1.6738947929602805e-05,-0.0003055385459255581,0.0072912881667052095
r_sdssshape_shape22,2.0571692730175783e-05,8.252709668436313e-05,0.007385439037717205
i_sdssshape_shape22,2.29926062738454e-05,3.6905128658911344e-05,0.0071704614745214225
z_sdssshape_shape22,2.2558003646995967e-05,7.598649131146384e-05,0.007124150257721515
y_sdssshape_shape22,2.878689020106388e-05,3.818528733157134e-05,0.007280698939068077
r_sdssshape_shape11sigma,1.9268751805430934e-05,0.00023582689508790575,0.007190920396402519
i_sdssshape_shape11sigma,2.743349659417582e-05,0.00017385948425937178,0.007715825488032737
z_sdssshape_shape11sigma,3.300882149622394e-05,0.0002851179088059208,0.007961467025607972
y_sdssshape_shape11sigma,4.505647880200433e-05,0.0003259623766248554,0.008577462387803771
r_sdssshape_shape12sigma,1.7363868644408125e-05,0.00021746812087301373,0.00726061799177434
i_sdssshape_shape12sigma,2.705058611614704e-05,0.00040490734183355287,0.007530896540445964
z_sdssshape_shape12sigma,4.366118424840396e-05,0.000652806540627456,0.008543778307436491
y_sdssshape_shape12sigma,5.1406539843035226e-05,0.0006978433318644006,0.008901188267967097
r_sdssshape_shape22sigma,2.216354105055718e-05,0.0006129238613779749,0.007521663529829301
i_sdssshape_shape22sigma,4.3812390926064225e-05,0.0006576313254963809,0.008396192076622365
z_sdssshape_shape22sigma,6.218307135930079e-05,0.0009028522673126815,0.009839786820374619
y_sdssshape_shape22sigma,8.97028486512852e-05,0.0009924391895722955,0.010426366720600608
gr,0.04323899011989455,0.0826397099079299,0.04490085554252375
ri,0.013901742660769526,0.059036721123541115,0.03772206638504491
iz,0.0011653700917884462,0.01747974067438122,0.020622076245335092
zy,0.0001266204912826474,0.0028138390319480586,0.011161816642128407
W1g,0.0004857046963985627,0.016905960964610205,0.022071911261963954
W1r,0.00043055023393249553,0.018932682731690093,0.024720604480614382
W1i,0.00012972012050120144,0.008385422811046483,0.019261921315493206
W1z,0.00014038094352490185,0.00568977829990273,0.016625243235046584
W1y,9.35998952433792e-05,0.004601067746084782,0.015919681770928392
z_cl_near,0.3794920653592431,0.45637011604985056,0.3058228676647869
