permutation,gini,feature
0.010673067254434806,0.016726144575284888,W1
0.007725458673891812,0.01332938414613344,W1_err
0.004102654345697565,0.012084122983280479,g_cmodel_mag
0.0053878533403485624,0.013913712840000432,r_cmodel_mag
0.006363967680495593,0.011597123826081033,i_cmodel_mag
0.006270549372602703,0.011369487968613182,z_cmodel_mag
0.00642736751636334,0.012091926475188317,y_cmodel_mag
0.003150397598562541,0.010529011789931089,g_cmodel_magsigma
0.0033202159026124076,0.01018661494183355,r_cmodel_magsigma
0.0032401965817734726,0.008017589519104279,i_cmodel_magsigma
0.002972392601532444,0.009533959386484797,z_cmodel_magsigma
0.0029994284627103593,0.010090144713373808,y_cmodel_magsigma
0.005863958660229411,0.00409686971042046,g_cmodel_fracdev
0.01178998963695932,0.006675192742343953,r_cmodel_fracdev
0.006053664568346846,0.009846018333994547,i_cmodel_fracdev
0.004265221355458519,0.007997094336848863,z_cmodel_fracdev
0.004276162224096436,0.006538585955600183,y_cmodel_fracdev
0.0036699451409841024,0.010889827091467083,g_kronflux_mag
0.00575000622067016,0.013082436652599099,r_kronflux_mag
0.005670294183000357,0.012410466828996932,i_kronflux_mag
0.006346289983768812,0.012216836077783507,z_kronflux_mag
0.007848466425631048,0.011692404709851754,y_kronflux_mag
0.003528638784086565,0.010423020843671667,g_kronflux_magsigma
0.003540969826278791,0.013361236707615506,r_kronflux_magsigma
0.003039795286503555,0.00960918819440651,i_kronflux_magsigma
0.0032151891634268535,0.009580347812881638,z_kronflux_magsigma
0.00259135385046431,0.008908519971478969,y_kronflux_magsigma
0.0030161583226134825,0.0077335234063037155,i_kronflux_radius
0.0028083370693285925,0.007273429010433526,r_sdssshape_shape11
0.002842983964548703,0.007201328119172011,i_sdssshape_shape11
0.002760723852697544,0.007133492514502537,z_sdssshape_shape11
0.0028163580308523395,0.007199394822237838,y_sdssshape_shape11
0.0022821880994829216,0.007339528915510462,r_sdssshape_shape12
0.002361196424934301,0.0071906461349677785,i_sdssshape_shape12
0.0025259741154520046,0.007184139969105348,z_sdssshape_shape12
0.002354548668908755,0.0072912881667052095,y_sdssshape_shape12
0.00286823857506339,0.007385439037717205,r_sdssshape_shape22
0.0029299171021498114,0.0071704614745214225,i_sdssshape_shape22
0.0023932085332816952,0.007124150257721515,z_sdssshape_shape22
0.002697232960515087,0.007280698939068077,y_sdssshape_shape22
0.0027800404712053917,0.007190920396402519,r_sdssshape_shape11sigma
0.0028025367623220423,0.007715825488032737,i_sdssshape_shape11sigma
0.002737240941492377,0.007961467025607972,z_sdssshape_shape11sigma
0.0029266733618390126,0.008577462387803771,y_sdssshape_shape11sigma
0.0025583528281627834,0.00726061799177434,r_sdssshape_shape12sigma
0.0030182080385578645,0.007530896540445964,i_sdssshape_shape12sigma
0.0032654528211666367,0.008543778307436491,z_sdssshape_shape12sigma
0.002688373620323592,0.008901188267967097,y_sdssshape_shape12sigma
0.0037257507835978996,0.007521663529829301,r_sdssshape_shape22sigma
0.0038051978403196296,0.008396192076622365,i_sdssshape_shape22sigma
0.0033648449730698062,0.009839786820374619,z_sdssshape_shape22sigma
0.003310522396972123,0.010426366720600608,y_sdssshape_shape22sigma
0.10238582336919533,0.04490085554252375,gr
0.03916838778039877,0.03772206638504491,ri
0.008633780040034603,0.020622076245335092,iz
0.005856537871686977,0.011161816642128407,zy
0.01571333721518342,0.022071911261963954,W1g
0.02155869567594056,0.024720604480614382,W1r
0.010452413777443917,0.019261921315493206,W1i
0.010211664271871665,0.016625243235046584,W1z
0.008517174070528988,0.015919681770928392,W1y
0.3334425773525453,0.3058228676647869,z_cl_near
