feature,permutation_train,permutation_test,gini
W1,0.0018329065008544365,0.00624751002705104,0.016726144575284888
W1_err,0.0007707679577333426,0.003745163134350249,0.01332938414613344
g_cmodel_mag,7.748515615639089e-05,0.0017008839372021356,0.012084122983280479
r_cmodel_mag,0.00010483044135637758,0.0023325035271686647,0.013913712840000432
i_cmodel_mag,9.353250484670876e-05,0.0028859931513086265,0.011597123826081033
z_cmodel_mag,0.00018951298821571574,0.0027993215894841494,0.011369487968613182
y_cmodel_mag,0.0001375983758757545,0.003337412388980073,0.012091926475188317
g_cmodel_magsigma,0.00011041914947966062,0.0011866886827086958,0.010529011789931089
r_cmodel_magsigma,6.866872452626627e-05,0.0008787090590404908,0.01018661494183355
i_cmodel_magsigma,5.204812291944213e-05,0.00035930745134552894,0.008017589519104279
z_cmodel_magsigma,6.704816992771552e-05,0.0002736746384335668,0.009533959386484797
y_cmodel_magsigma,8.040612942465201e-05,-6.720748104149799e-05,0.010090144713373808
g_cmodel_fracdev,6.984670502337605e-05,0.0034312113793044294,0.00409686971042046
r_cmodel_fracdev,0.0001514794087205118,0.007764216035111089,0.006675192742343953
i_cmodel_fracdev,0.00033304537929472006,0.003280118816217074,0.009846018333994547
z_cmodel_fracdev,0.00015209323780122444,0.0013741481450511017,0.007997094336848863
y_cmodel_fracdev,0.0001493883967625953,0.001563648749680772,0.006538585955600183
g_kronflux_mag,9.151026576892374e-05,0.0015136955272962993,0.010889827091467083
r_kronflux_mag,0.0001044278467511317,0.002763861788309193,0.013082436652599099
i_kronflux_mag,6.979246335581113e-05,0.0025899941139911156,0.012410466828996932
z_kronflux_mag,0.00017821893054200308,0.002997016892103336,0.012216836077783507
y_kronflux_mag,0.00013194298618894132,0.004035112450014015,0.011692404709851754
g_kronflux_magsigma,0.00011396530768185513,0.0010809068060700922,0.010423020843671667
r_kronflux_magsigma,9.187318035127252e-05,0.001150904668033026,0.013361236707615506
i_kronflux_magsigma,5.6978254736569e-05,0.0005591640932912645,0.00960918819440651
z_kronflux_magsigma,6.521512784666654e-05,9.197459741276208e-05,0.009580347812881638
y_kronflux_magsigma,8.959027043601668e-05,-0.0004515314355014362,0.008908519971478969
i_kronflux_radius,5.517963070182189e-05,9.824856018747496e-05,0.0077335234063037155
r_sdssshape_shape11,4.487688822259658e-05,0.00010456206735550329,0.007273429010433526
i_sdssshape_shape11,4.888184526463668e-05,3.419259512845348e-05,0.007201328119172011
z_sdssshape_shape11,4.561546098188115e-05,-0.0002951581899977758,0.007133492514502537
y_sdssshape_shape11,5.27559685814157e-05,0.00016722150914879239,0.007199394822237838
r_sdssshape_shape12,3.5053734166382945e-05,-0.00018677259943459626,0.007339528915510462
i_sdssshape_shape12,3.355151926727936e-05,-0.0001853726513234196,0.0071906461349677785
z_sdssshape_shape12,3.4659660263391956e-05,-0.00017940124262653492,0.007184139969105348
y_sdssshape_shape12,3.486577740889155e-05,-9.783266281397178e-05,0.0072912881667052095
r_sdssshape_shape22,4.2208395574968215e-05,0.00046425299523389363,0.007385439037717205
i_sdssshape_shape22,4.648324165464531e-05,0.00028568752662675817,0.0071704614745214225
z_sdssshape_shape22,4.4799706529559856e-05,-0.00010646224432216596,0.007124150257721515
y_sdssshape_shape22,5.91797270013128e-05,-0.00010046493392760573,0.007280698939068077
r_sdssshape_shape11sigma,3.987149757948375e-05,-8.068154951838361e-06,0.007190920396402519
i_sdssshape_shape11sigma,5.6156755821083294e-05,0.000190024883371979,0.007715825488032737
z_sdssshape_shape11sigma,6.244413698804537e-05,0.0001151606622130652,0.007961467025607972
y_sdssshape_shape11sigma,8.213217550645524e-05,0.00019665465739426846,0.008577462387803771
r_sdssshape_shape12sigma,3.84387977560389e-05,0.0001249894349119781,0.00726061799177434
i_sdssshape_shape12sigma,5.640623457836558e-05,0.0002800166559847976,0.007530896540445964
z_sdssshape_shape12sigma,7.298437939910289e-05,0.0003626749800113016,0.008543778307436491
y_sdssshape_shape12sigma,9.205400611263699e-05,0.0005744301409983757,0.008901188267967097
r_sdssshape_shape22sigma,5.360160733058894e-05,0.0008366206996152833,0.007521663529829301
i_sdssshape_shape22sigma,8.896447443832815e-05,0.0009450122284061132,0.008396192076622365
z_sdssshape_shape22sigma,0.00010496271284669383,0.0005743707321784383,0.009839786820374619
y_sdssshape_shape22sigma,0.00015532823724880482,0.0006973248537294197,0.010426366720600608
gr,0.04635563450585963,0.09668473894175807,0.04490085554252375
ri,0.006488513573787509,0.036264356827142054,0.03772206638504491
iz,0.0008374961483448295,0.005648297372277344,0.020622076245335092
zy,0.0002848534925015504,0.003277094948525091,0.011161816642128407
W1g,0.0007415487585407851,0.013039183910322105,0.022071911261963954
W1r,0.0006618877761634945,0.0188459339122747,0.024720604480614382
W1i,0.00021543193271485647,0.007684294392805713,0.019261921315493206
W1z,0.00027687285547373097,0.007398584969059281,0.016625243235046584
W1y,0.00017403951091961764,0.0062471976445320765,0.015919681770928392
z_cl_near,0.22883759715317334,0.3307738790295558,0.3058228676647869
