feature,permutation_train,permutation_test,gini
W1,0.0012941699118294385,0.006187568455837862,0.016726144575284888
W1_err,0.0005771076475632834,0.00347414927682325,0.01332938414613344
g_cmodel_mag,5.4752468990559855e-05,0.0032460883419869932,0.012084122983280479
r_cmodel_mag,7.230600977670143e-05,0.0042145771163406565,0.013913712840000432
i_cmodel_mag,7.238717579268379e-05,0.004358925991611325,0.011597123826081033
z_cmodel_mag,0.0001602376961966264,0.003831991486559031,0.011369487968613182
y_cmodel_mag,0.000120579747037682,0.0036801079410683593,0.012091926475188317
g_cmodel_magsigma,7.32205270161564e-05,0.002172117240391643,0.010529011789931089
r_cmodel_magsigma,4.893039551260673e-05,0.0013030302816859167,0.01018661494183355
i_cmodel_magsigma,3.744974194967258e-05,0.000767371870857958,0.008017589519104279
z_cmodel_magsigma,4.779955315925566e-05,0.0008357592011942009,0.009533959386484797
y_cmodel_magsigma,6.592165747513572e-05,0.0006209377628954756,0.010090144713373808
g_cmodel_fracdev,6.501553697679796e-05,0.0035382624672211835,0.00409686971042046
r_cmodel_fracdev,0.0001302613428617224,0.008427202420359917,0.006675192742343953
i_cmodel_fracdev,0.00030499805743936886,0.00404178469745875,0.009846018333994547
z_cmodel_fracdev,0.00014257165952965187,0.0023268030673185094,0.007997094336848863
y_cmodel_fracdev,0.0001224693587829062,0.0018817112346081928,0.006538585955600183
g_kronflux_mag,6.232704942410461e-05,0.002703590071464664,0.010889827091467083
r_kronflux_mag,6.817784044473492e-05,0.003648225577713345,0.013082436652599099
i_kronflux_mag,5.511471635299969e-05,0.004131166805916631,0.012410466828996932
z_kronflux_mag,0.0001522256149536494,0.0038623839108411495,0.012216836077783507
y_kronflux_mag,0.00012385983438178982,0.005326657903043319,0.011692404709851754
g_kronflux_magsigma,8.418875296460164e-05,0.0024784087098424314,0.010423020843671667
r_kronflux_magsigma,5.8498267355711064e-05,0.0019570957575567225,0.013361236707615506
i_kronflux_magsigma,3.892668565722938e-05,0.0009053255288302328,0.00960918819440651
z_kronflux_magsigma,5.0701742482487745e-05,0.0005852688241901882,0.009580347812881638
y_kronflux_magsigma,6.48339173523101e-05,0.0007136643279702648,0.008908519971478969
i_kronflux_radius,4.267356150977619e-05,0.0003986886850370075,0.0077335234063037155
r_sdssshape_shape11,2.655634533277329e-05,0.0004258397323909276,0.007273429010433526
i_sdssshape_shape11,3.3528634377629395e-05,0.0005254356465605273,0.007201328119172011
z_sdssshape_shape11,2.764416615330667e-05,0.0002494125665516063,0.007133492514502537
y_sdssshape_shape11,3.927096072301831e-05,0.0004044373222240975,0.007199394822237838
r_sdssshape_shape12,2.1084202270464186e-05,-0.00015015169998947955,0.007339528915510462
i_sdssshape_shape12,2.042402517539917e-05,-0.00011857412989150588,0.0071906461349677785
z_sdssshape_shape12,2.170114663417137e-05,-0.00023601711343168574,0.007184139969105348
y_sdssshape_shape12,2.1284163797282336e-05,-8.499795658793256e-07,0.0072912881667052095
r_sdssshape_shape22,2.607740906416615e-05,0.0005367247605701694,0.007385439037717205
i_sdssshape_shape22,2.8979180853649922e-05,0.0006139559134132518,0.0071704614745214225
z_sdssshape_shape22,3.1443028725893406e-05,0.00023206584354062976,0.007124150257721515
y_sdssshape_shape22,4.1093969100717644e-05,0.00031578767744266933,0.007280698939068077
r_sdssshape_shape11sigma,2.4530615202689177e-05,0.0003151354313331763,0.007190920396402519
i_sdssshape_shape11sigma,3.479188628119356e-05,0.0005559182174828722,0.007715825488032737
z_sdssshape_shape11sigma,4.28015010848215e-05,0.0004678138642186062,0.007961467025607972
y_sdssshape_shape11sigma,5.624909806852448e-05,0.00048341336456577305,0.008577462387803771
r_sdssshape_shape12sigma,2.3141109123381298e-05,0.00037042665471213415,0.00726061799177434
i_sdssshape_shape12sigma,3.42966621155553e-05,0.0005513806835684513,0.007530896540445964
z_sdssshape_shape12sigma,5.551054274322009e-05,0.0007095842827237556,0.008543778307436491
y_sdssshape_shape12sigma,6.521195709289589e-05,0.000596431051767099,0.008901188267967097
r_sdssshape_shape22sigma,2.8889165368658116e-05,0.0008419544869026444,0.007521663529829301
i_sdssshape_shape22sigma,5.506991414631438e-05,0.0010646975896935567,0.008396192076622365
z_sdssshape_shape22sigma,7.543702722501155e-05,0.0009698503695386348,0.009839786820374619
y_sdssshape_shape22sigma,0.00011270274655239554,0.0008315237719886959,0.010426366720600608
gr,0.04945093957294958,0.09698970833639402,0.04490085554252375
ri,0.009690051390939036,0.05254248274982672,0.03772206638504491
iz,0.0010731754382313403,0.011975087481870816,0.020622076245335092
zy,0.00016029334476449128,0.0024567890206926477,0.011161816642128407
W1g,0.0006890493103353842,0.017002144585411345,0.022071911261963954
W1r,0.0005488530964165758,0.01990348802037915,0.024720604480614382
W1i,0.00015910639365653476,0.008002821822244913,0.019261921315493206
W1z,0.00020037105690166404,0.006646908047762505,0.016625243235046584
W1y,0.00012452021864154764,0.005880617408546322,0.015919681770928392
z_cl_near,0.31697394969043124,0.4018475136662327,0.3058228676647869
