mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,param_criterion,params,split0_test_average_precision,split1_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
375.9199901819229,5.640923380851746,1.2397500276565552,0.07835018634796143,175,0.01,0.001,0.75,0.4,20,entropy,"{'n_estimators': 175, 'min_samples_split': 0.01, 'min_samples_leaf': 0.001, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'entropy'}",0.525553919381438,0.5241659800497502,0.5248599497155941,0.0006939696658438965,26
358.71755862236023,8.823514223098755,2.0175321102142334,0.04127693176269531,175,0.0001,0.0005,0.5,0.4,50,entropy,"{'n_estimators': 175, 'min_samples_split': 0.0001, 'min_samples_leaf': 0.0005, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 50, 'criterion': 'entropy'}",0.5250493665636905,0.5260961361717895,0.52557275136774,0.0005233848040495093,10
329.82088673114777,4.886948227882385,2.118661403656006,0.14085078239440918,175,0.001,0.0005,0.75,0.4,30,gini,"{'n_estimators': 175, 'min_samples_split': 0.001, 'min_samples_leaf': 0.0005, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 30, 'criterion': 'gini'}",0.5249296109937825,0.5255531325208164,0.5252413717572995,0.0003117607635169106,16
229.2505019903183,4.72538435459137,1.9919251203536987,0.06187403202056885,175,0.0001,0.0005,0.5,0.4,20,gini,"{'n_estimators': 175, 'min_samples_split': 0.0001, 'min_samples_leaf': 0.0005, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'gini'}",0.5250074746685277,0.5265019990602487,0.5257547368643882,0.0007472621958605208,6
187.76539182662964,4.069836616516113,1.2628148794174194,0.07054150104522705,100,0.001,0.0005,0.75,0.4,50,gini,"{'n_estimators': 100, 'min_samples_split': 0.001, 'min_samples_leaf': 0.0005, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 50, 'criterion': 'gini'}",0.5227012481133162,0.5251801846315299,0.523940716372423,0.0012394682591068684,51
303.657435297966,5.637945771217346,1.7729634046554565,0.016246438026428223,150,0.001,0.0005,0.5,0.4,20,entropy,"{'n_estimators': 150, 'min_samples_split': 0.001, 'min_samples_leaf': 0.0005, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'entropy'}",0.5257163250769105,0.526399763472535,0.5260580442747227,0.00034171919781228466,2
309.87739503383636,3.9383939504623413,1.6940593719482422,0.015868663787841797,175,0.001,0.001,0.5,0.4,20,entropy,"{'n_estimators': 175, 'min_samples_split': 0.001, 'min_samples_leaf': 0.001, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'entropy'}",0.5257104096124253,0.5252029522475903,0.5254566809300079,0.00025372868241752,13
179.51009905338287,2.5391024351119995,1.4118934869766235,0.0783611536026001,150,0.001,0.001,0.5,0.4,20,gini,"{'n_estimators': 150, 'min_samples_split': 0.001, 'min_samples_leaf': 0.001, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'gini'}",0.5261164694555982,0.5254755252112896,0.5257959973334438,0.00032047212215430276,5
147.25392150878906,0.5528748035430908,1.2192591428756714,0.08989608287811279,125,0.001,0.001,0.5,0.4,30,gini,"{'n_estimators': 125, 'min_samples_split': 0.001, 'min_samples_leaf': 0.001, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 30, 'criterion': 'gini'}",0.523419125943724,0.5252457003809132,0.5243324131623186,0.0009132872185946272,49
307.2811350822449,3.3514564037323,1.2546970844268799,0.06293153762817383,125,0.001,0.001,0.75,0.4,30,entropy,"{'n_estimators': 125, 'min_samples_split': 0.001, 'min_samples_leaf': 0.001, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 30, 'criterion': 'entropy'}",0.5257473935734029,0.5256461018489802,0.5256967477111916,5.064586221137368e-05,8
199.00306463241577,0.2433784008026123,1.686206579208374,0.038819313049316406,150,0.0001,0.0005,0.5,0.4,20,gini,"{'n_estimators': 150, 'min_samples_split': 0.0001, 'min_samples_leaf': 0.0005, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'gini'}",0.5239178072415345,0.5252314788855119,0.5245746430635232,0.0006568358219887216,38
291.3355915546417,5.560671091079712,1.9220964908599854,0.008254766464233398,175,0.001,0.001,0.75,0.4,30,gini,"{'n_estimators': 175, 'min_samples_split': 0.001, 'min_samples_leaf': 0.001, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 30, 'criterion': 'gini'}",0.5257471886852924,0.5252471685910138,0.525497178638153,0.00025001004713925967,12
263.83210813999176,5.016709923744202,1.231087565422058,0.02362239360809326,125,0.0001,0.002,0.75,0.4,20,entropy,"{'n_estimators': 125, 'min_samples_split': 0.0001, 'min_samples_leaf': 0.002, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'entropy'}",0.5246696598384469,0.5243860416222499,0.5245278507303484,0.00014180910809852287,41
189.35881066322327,1.4279985427856445,1.1138842105865479,0.015832901000976562,100,0.0001,0.0005,0.75,0.4,50,gini,"{'n_estimators': 100, 'min_samples_split': 0.0001, 'min_samples_leaf': 0.0005, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 50, 'criterion': 'gini'}",0.5243643636488862,0.5254108657712082,0.5248876147100472,0.000523251061161023,25
342.1317194700241,4.254546523094177,1.8676694631576538,0.15664660930633545,175,0.001,0.0005,0.5,0.4,20,entropy,"{'n_estimators': 175, 'min_samples_split': 0.001, 'min_samples_leaf': 0.0005, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 20, 'criterion': 'entropy'}",0.5246834491109889,0.525326482030099,0.525004965570544,0.00032151645955508235,23
256.8440034389496,1.2512152194976807,1.4516624212265015,0.0858844518661499,150,0.0001,0.001,0.5,0.4,50,entropy,"{'n_estimators': 150, 'min_samples_split': 0.0001, 'min_samples_leaf': 0.001, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 50, 'criterion': 'entropy'}",0.5264539018635147,0.524250976564225,0.5253524392138699,0.0011014626496448354,14
444.2637904882431,3.2180765867233276,0.975567102432251,0.11007952690124512,175,0.001,0.0005,0.75,0.4,50,entropy,"{'n_estimators': 175, 'min_samples_split': 0.001, 'min_samples_leaf': 0.0005, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 50, 'criterion': 'entropy'}",0.5251160005336244,0.5238947526956088,0.5245053766146166,0.0006106239190077911,42
201.31558990478516,2.62587833404541,1.2236403226852417,0.03097403049468994,125,0.001,0.001,0.75,0.4,50,gini,"{'n_estimators': 125, 'min_samples_split': 0.001, 'min_samples_leaf': 0.001, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 50, 'criterion': 'gini'}",0.525012259976778,0.5266652023130259,0.525838731144902,0.0008264711681239545,3
182.98843848705292,1.0711885690689087,1.041143774986267,0.04762232303619385,125,0.0001,0.001,0.75,0.4,50,gini,"{'n_estimators': 125, 'min_samples_split': 0.0001, 'min_samples_leaf': 0.001, 'max_samples': 0.75, 'max_features': 0.4, 'max_depth': 50, 'criterion': 'gini'}",0.5254375493919707,0.5252649118648804,0.5253512306284256,8.631876354514567e-05,15
186.23431777954102,1.0620837211608887,0.8343696594238281,0.07866930961608887,150,0.001,0.002,0.5,0.4,30,entropy,"{'n_estimators': 150, 'min_samples_split': 0.001, 'min_samples_leaf': 0.002, 'max_samples': 0.5, 'max_features': 0.4, 'max_depth': 30, 'criterion': 'entropy'}",0.5242530339554707,0.5224366376343919,0.5233448357949313,0.0009081981605394418,63
