mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_degree,param_gamma,params,split0_test_f1,split1_test_f1,mean_test_f1,std_test_f1,rank_test_f1
9.304096579551697,0.033814311027526855,1.111045002937317,0.02126944065093994,5,poly,2,0.1,"{'C': 5, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.7163303549604845,0.71755019971198,0.7169402773362322,0.0006099223757477512,25
2.578902006149292,0.042192697525024414,0.5541365146636963,0.022275447845458984,5,poly,3,scale,"{'C': 5, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.8048222661549793,0.7944245383312989,0.7996234022431391,0.0051988639118402125,1
9.8442542552948,0.03753829002380371,1.0312018394470215,0.05035090446472168,5,poly,3,auto,"{'C': 5, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.765625,0.7630870960422677,0.7643560480211338,0.001268951978866173,16
10.1440509557724,0.2585357427597046,0.7558202743530273,0.007357120513916016,5,poly,3,0.005,"{'C': 5, 'degree': 3, 'gamma': 0.005, 'kernel': 'poly'}",0.7787464817738724,0.776039864350474,0.7773931730621733,0.001353308711699197,7
9.205066323280334,0.1919318437576294,1.2406445741653442,0.0551830530166626,5,poly,3,0.1,"{'C': 5, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.7163303549604845,0.71755019971198,0.7169402773362322,0.0006099223757477512,25
3.0964685678482056,0.13435614109039307,0.8695435523986816,0.07081437110900879,0.1,rbf,,scale,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6822790489008524,0.6341210808775068,0.6582000648891797,0.024078984011672803,33
3.962893486022949,0.2536752223968506,1.1866636276245117,0.006979942321777344,0.1,rbf,,auto,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.7350672439996558,0.7369543293473563,0.7360107866735061,0.0009435426738502173,22
3.280656933784485,0.10041534900665283,1.2211682796478271,0.018537282943725586,0.1,rbf,,0.005,"{'C': 0.1, 'gamma': 0.005, 'kernel': 'rbf'}",0.7632627252608284,0.7619712942969643,0.7626170097788963,0.000645715481932041,19
3.694564461708069,0.04032313823699951,1.5176491737365723,0.004815816879272461,0.1,rbf,,0.1,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.6666504227479837,0.0,0.33332521137399185,0.33332521137399185,36
2.5084186792373657,0.2125757932662964,0.6263699531555176,0.0248873233795166,1,rbf,,scale,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.779217672155987,0.7643966255043404,0.7718071488301637,0.007410523325823315,13
5.729828596115112,0.17606806755065918,0.9177378416061401,0.029195189476013184,1,rbf,,auto,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.7721388548979197,0.7715549243035605,0.7718468896007401,0.0002919652971795639,10
5.2097673416137695,0.0532689094543457,0.8790873289108276,0.0753105878829956,1,rbf,,0.005,"{'C': 1, 'gamma': 0.005, 'kernel': 'rbf'}",0.7864229410165805,0.7883051370920696,0.7873640390543251,0.0009410980377445588,4
6.831302762031555,0.8988815546035767,1.154025912284851,0.02263319492340088,1,rbf,,0.1,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7121781115879829,0.7127959035950778,0.7124870075915304,0.00030889600354744307,29
2.5510005950927734,0.05311083793640137,0.5384762287139893,0.002530813217163086,5,rbf,,scale,"{'C': 5, 'gamma': 'scale', 'kernel': 'rbf'}",0.8048222661549793,0.7944245383312989,0.7996234022431391,0.0051988639118402125,1
9.984421133995056,0.13386094570159912,1.0011245012283325,0.07246458530426025,5,rbf,,auto,"{'C': 5, 'gamma': 'auto', 'kernel': 'rbf'}",0.765625,0.7630870960422677,0.7643560480211338,0.001268951978866173,16
9.984991908073425,0.4877873659133911,1.124943494796753,0.01834559440612793,5,rbf,,0.005,"{'C': 5, 'gamma': 0.005, 'kernel': 'rbf'}",0.7787464817738724,0.776039864350474,0.7773931730621733,0.001353308711699197,7
8.994763016700745,0.0012606382369995117,1.6085054874420166,0.00029850006103515625,5,rbf,,0.1,"{'C': 5, 'gamma': 0.1, 'kernel': 'rbf'}",0.7163303549604845,0.71755019971198,0.7169402773362322,0.0006099223757477512,25
