feature,permutation_train,permutation_test
W1,0.028482594948859963,0.033702626387802415
W1_err,0.019234042826777764,0.02232741124851989
g_cmodel_mag,-0.002876348469659451,0.0008850992652910117
r_cmodel_mag,0.001077198706009086,0.005534347063961054
i_cmodel_mag,0.001089953462407256,0.004924747336517821
z_cmodel_mag,0.001360903367819244,0.005797527577713457
y_cmodel_mag,0.003295104978474961,0.007077113671502988
g_cmodel_magsigma,-0.0016040450027428044,0.0018742616846280091
r_cmodel_magsigma,-0.002234901100470199,0.001459469000783531
i_cmodel_magsigma,-0.0027160602452490634,0.0006186867705332277
z_cmodel_magsigma,-0.0031710750456962478,0.0005111051280407564
y_cmodel_magsigma,-0.0034804931776256653,0.000346191098437143
g_cmodel_fracdev,-0.0029977374268699286,0.0005006764892342419
r_cmodel_fracdev,-0.003429871291584341,0.0008868735753025936
i_cmodel_fracdev,-0.002535585196760004,0.0010742719148919555
z_cmodel_fracdev,-0.0029490127368601016,0.00047856903330345535
y_cmodel_fracdev,-0.0026964037161807397,0.0009138680355907924
g_kronflux_mag,-0.0027837557739686103,0.001083473884120667
r_kronflux_mag,-0.0017474109449117092,0.0025685495555491933
i_kronflux_mag,-0.00286144404226063,0.0009719761286111073
z_kronflux_mag,-0.0014684677022193116,0.0019958722108558424
y_kronflux_mag,-0.0020686944733133705,0.0010350506048308894
g_kronflux_magsigma,-0.0031468431511778583,0.00035424053478816386
r_kronflux_magsigma,-0.0030113588133385827,0.0007440214956503377
i_kronflux_magsigma,-0.003774327460947524,0.000524741690456243
z_kronflux_magsigma,-0.0034100036469362216,0.00027782622702898774
y_kronflux_magsigma,-0.004033174530940098,0.00035911253428866363
i_kronflux_radius,-0.0023641659701046924,0.0014901182752627973
r_sdssshape_shape11,-0.002282966266069497,0.0011421161847207095
i_sdssshape_shape11,-0.00262837395790394,0.0006208477200458917
z_sdssshape_shape11,-0.003226455217004265,0.0006230039502171936
y_sdssshape_shape11,-0.002952659269343738,0.0009797230196096907
r_sdssshape_shape12,-0.0036104666906626726,0.00035250574869361007
i_sdssshape_shape12,-0.0036004646328664514,0.000648621357326018
z_sdssshape_shape12,-0.001777654478254509,0.0012244060097518217
y_sdssshape_shape12,-0.0045873082835480306,0.0007769009463026721
r_sdssshape_shape22,-0.0026319880595138123,0.0009706385509470339
i_sdssshape_shape22,-0.003047542144915094,0.0012019084015403303
z_sdssshape_shape22,-0.0006236342733506595,0.0031459282947915446
y_sdssshape_shape22,-0.003415947407371722,0.0008888527919634903
r_sdssshape_shape11sigma,-0.0025225148430961797,0.0010746551696606543
i_sdssshape_shape11sigma,-0.00423376573967893,0.00026854744822424337
z_sdssshape_shape11sigma,-0.0034834220273647354,0.000564702034139497
y_sdssshape_shape11sigma,-0.003940008950368612,0.00032267627051674186
r_sdssshape_shape12sigma,-0.003538037924122328,0.0004491447755383682
i_sdssshape_shape12sigma,-0.003851748996699933,0.00021936011335421668
z_sdssshape_shape12sigma,-0.00352995580709925,0.0005107221233480175
y_sdssshape_shape12sigma,-0.00349163930847185,0.0002493027971571804
r_sdssshape_shape22sigma,-0.0037563205236393893,0.0003666507985803369
i_sdssshape_shape22sigma,-0.003135279979488259,0.0010923942240751439
z_sdssshape_shape22sigma,-0.004034358971383933,0.0005715106366553924
y_sdssshape_shape22sigma,-0.002618976968239095,0.0010612428538713248
gr,0.03150212633723648,0.03565631018009252
ri,0.010417660945906793,0.016188755469606964
iz,0.010736478347251222,0.015247611860952692
zy,-0.0030556326131261358,0.0014693264537806172
W1g,0.005111497021180189,0.009560861425725431
W1r,0.0030563123525402247,0.0075488619410784
W1i,-0.0015615416049560293,0.0018251744540310755
W1z,-0.0018721710909078704,0.0019013828513133602
W1y,-0.0026847365614520724,0.0013906312374939445
sigma_5,-0.0029086520389141057,0.0005608479728791416
sigma_3,-0.004516272206540495,0.00042767151459532915
sigma_7,-0.00203950903872141,0.002656855003935754
sigma_10,0.013459747493921204,0.017220466989605332
sigma_3_1000,-0.0035573106415432987,0.00030178252334789324
sigma_5_1000,-0.002698340435740132,0.0005880300785157111
sigma_7_1000,-0.0034968374862546225,0.0005036044267234807
sigma_10_1000,-0.0020998786439334616,0.002085110717870875
sigma_3_3000,-0.002292255269315757,0.0006282999608320239
sigma_5_3000,-0.0023429936775830607,0.0016746086268653038
sigma_7_3000,-0.0029388699827829212,0.0004595621365890423
sigma_10_3000,0.005462694390121481,0.007882054284769069
sigma_3_5000,-0.0012936752123979822,0.0025298096204638965
sigma_5_5000,0.0021209232903424136,0.004983703799343875
sigma_7_5000,0.005563791797953077,0.01035071943873822
sigma_10_5000,0.15742323382233103,0.16133012249527667
sigma_3_10000,-0.0020764294906349123,0.0015417984262541262
sigma_5_10000,0.00026471501561164956,0.005064629519926367
sigma_7_10000,0.1261806004980669,0.13271350052851494
