feature,permutation_train,permutation_test
W1,0.060466308723171824,0.08687978006851815
W1_err,0.0546048133262137,0.07643439632009696
g_cmodel_mag,-0.018129902348882565,0.0013157149139593205
r_cmodel_mag,0.02028014369437192,0.043515780543993965
i_cmodel_mag,0.00022609879618273876,0.02236719995334835
z_cmodel_mag,0.011337524672135668,0.03460690072468331
y_cmodel_mag,0.025535613044069372,0.049473567244666006
g_cmodel_magsigma,-0.01646635581639666,0.005172318359904615
r_cmodel_magsigma,-0.01645811170520084,0.0036927034275573423
i_cmodel_magsigma,-0.021234741844494698,-0.0012173174392449138
z_cmodel_magsigma,-0.021471331270841554,-0.0010724994876221139
y_cmodel_magsigma,-0.02016896807465396,0.0001708969049107889
g_cmodel_fracdev,-0.016571662595970205,0.004961137646673608
r_cmodel_fracdev,-0.01816889638486141,0.003409147768345777
i_cmodel_fracdev,-0.02077615111702269,0.00022001678491512244
z_cmodel_fracdev,-0.022627854830132632,-0.0034809550831963465
y_cmodel_fracdev,-0.016892015920492942,0.003815198042920964
g_kronflux_mag,-0.011217220450393528,0.008454212200628142
r_kronflux_mag,-0.02154795994207892,-0.0010919992894034003
i_kronflux_mag,-0.021475078009226767,-0.0013804472019056657
z_kronflux_mag,-0.0012883743642478906,0.019583080593971625
y_kronflux_mag,-0.019637721280573506,0.0008026903551476838
g_kronflux_magsigma,-0.016933751061348534,0.0041292036703132196
r_kronflux_magsigma,-0.01921425672757393,0.0010353283269262104
i_kronflux_magsigma,-0.01755884376827599,0.003283192425980519
z_kronflux_magsigma,-0.020357681585860155,0.0005576440433927576
y_kronflux_magsigma,-0.02278704327205905,-0.0018406401860154853
i_kronflux_radius,-0.027890133633988623,-0.007847783425019017
r_sdssshape_shape11,-0.02026395579660245,0.00019990529496483056
i_sdssshape_shape11,-0.018455358550602652,0.001603667019420718
z_sdssshape_shape11,-0.014586453087892526,0.005691704531544217
y_sdssshape_shape11,-0.021692878591485165,-0.0020581507622998707
r_sdssshape_shape12,-0.019060707864714144,1.6387604326872918e-05
i_sdssshape_shape12,-0.018751043656023203,0.002115850843889322
z_sdssshape_shape12,-0.016467059583710975,0.002871324413138754
y_sdssshape_shape12,-0.018895206654550023,0.0016326320729785904
r_sdssshape_shape22,-0.01935326850245389,0.001116887024432467
i_sdssshape_shape22,-0.017179131314185914,0.0017468953691133216
z_sdssshape_shape22,-0.021820224185997272,-0.002463998211106988
y_sdssshape_shape22,-0.014986464073950434,0.003973190555483175
r_sdssshape_shape11sigma,-0.022405476621188747,-0.0015792871610617043
i_sdssshape_shape11sigma,-0.022450416664579365,-0.0019863991287241145
z_sdssshape_shape11sigma,-0.021115160084502205,-0.00014284487113036537
y_sdssshape_shape11sigma,-0.021494323258077874,-0.0010534730162647943
r_sdssshape_shape12sigma,-0.01979272376356056,0.001076828316676437
i_sdssshape_shape12sigma,-0.02265412821129309,-0.0019771182739579674
z_sdssshape_shape12sigma,-0.01988796004638793,0.0011253851580121932
y_sdssshape_shape12sigma,-0.022954586646347197,-0.002005897015836755
r_sdssshape_shape22sigma,-0.024417304689107078,-0.003642869962157236
i_sdssshape_shape22sigma,-0.020903093324849298,-0.0002615018910572253
z_sdssshape_shape22sigma,-0.02429885191900294,-0.003794471513587361
y_sdssshape_shape22sigma,-0.025244311723340074,-0.004843006957244822
gr,-0.0037588566177477745,0.018243167684478978
ri,-0.012977785950474385,0.006948299430684424
iz,-0.02164255955803207,-0.0017092358442842848
zy,-0.016259051432460314,0.005391873549199344
W1g,-0.029160597491420193,-0.00948418592907585
W1r,-0.017899949768036216,0.00237367340814143
W1i,-0.025018231484585596,-0.004587684405786829
W1z,-0.02316002934426864,-0.002226587884828324
W1y,-0.011630930102796033,0.009891730316920366
sigma_5,-0.027287727512393944,-0.006800210916712457
sigma_3,-0.020976920468838145,-0.0001932159318519533
sigma_7,-0.04261772244727147,-0.02291381661837999
sigma_10,-0.05809804154391052,-0.042551013918114666
sigma_3_1000,-0.02155585421781825,-0.001017406344233418
sigma_5_1000,-0.014312305461082087,0.005322829883501523
sigma_7_1000,-0.012681286273820591,0.005579955370045631
sigma_10_1000,-0.017698058491305457,0.0019340026715353176
sigma_3_3000,-0.02066134980927048,-0.0009231106186892157
sigma_5_3000,-0.022759569913003874,-0.005320876167212885
sigma_7_3000,-0.019284330660675253,-0.0013412712878430044
sigma_10_3000,0.016870264988405603,0.03667859913543614
sigma_3_5000,-0.020116012373299297,-0.0005234819237445176
sigma_5_5000,-0.019278556504461086,0.0010168702347022052
sigma_7_5000,0.009112827930866318,0.029129650846926647
sigma_10_5000,0.31692158920809976,0.3236001337414744
sigma_3_10000,-0.017600535617013247,0.003931234296681074
sigma_5_10000,-0.0072398072432462435,0.01477156719471373
sigma_7_10000,0.29372789113954495,0.3222612689739078
