feature,permutation_train,permutation_test
W1,0.027989835632058258,0.03361803769480409
W1_err,0.06312012658449484,0.0694011169356743
g_cmodel_mag,0.2039314370895362,0.20289341453515886
r_cmodel_mag,0.07210085780903375,0.07404389522355814
i_cmodel_mag,0.0537144718122311,0.05787113697840274
z_cmodel_mag,0.0333235302552739,0.03896386407939878
y_cmodel_mag,0.027677083537952396,0.033315045702383084
g_cmodel_magsigma,0.014475534121606848,0.020271840213278436
r_cmodel_magsigma,0.03207104259179927,0.03546132071055452
i_cmodel_magsigma,0.015646600045963743,0.020439499544655626
z_cmodel_magsigma,0.007631575583985084,0.01552626669407442
y_cmodel_magsigma,-0.00019707003815949697,0.005952422092179277
g_cmodel_fracdev,0.0007929029540683086,0.0058098846205542065
r_cmodel_fracdev,0.0022956256573796185,0.009259916749794539
i_cmodel_fracdev,0.005386485077489733,0.014830528096892448
z_cmodel_fracdev,0.0026523177718610347,0.009238502215406341
y_cmodel_fracdev,-0.0009644398583865676,0.00532461603578549
g_kronflux_mag,0.10027434642963973,0.10266814288421033
r_kronflux_mag,0.044140630309790985,0.051755522522195396
i_kronflux_mag,0.033860517522410594,0.04017121919611999
z_kronflux_mag,0.023097649527669906,0.026392286946272603
y_kronflux_mag,0.03910825421159625,0.04768516751267382
g_kronflux_magsigma,-0.00410086630050055,0.002719782026812445
r_kronflux_magsigma,0.02942516028002673,0.03417557611538513
i_kronflux_magsigma,0.013415660360607484,0.019663662309278296
z_kronflux_magsigma,0.004135628757584997,0.009591684073769646
y_kronflux_magsigma,0.008476243902496683,0.014658622332813342
i_kronflux_radius,6.066762185052976e-05,0.006664779978019175
r_sdssshape_shape11,-0.0009911567154462508,0.0036572007106915327
i_sdssshape_shape11,0.0005127754813855079,0.00561685911639942
z_sdssshape_shape11,0.0017968412129313327,0.007744554242075208
y_sdssshape_shape11,-0.00047702031290486335,0.0054310225626016395
r_sdssshape_shape12,-0.0021190731313970312,0.0027856785281501484
i_sdssshape_shape12,0.0012056746140410857,0.005364305212947285
z_sdssshape_shape12,-0.000482300357364851,0.0037762127709088933
y_sdssshape_shape12,-0.0009112406023282782,0.00469013403132601
r_sdssshape_shape22,-0.002157350045112749,0.003687521341014466
i_sdssshape_shape22,0.0021719653316870646,0.007694374473963372
z_sdssshape_shape22,0.001183846130242694,0.00792718544905846
y_sdssshape_shape22,0.000844571092306734,0.005525873548679838
r_sdssshape_shape11sigma,-0.003768759810607647,0.004425560960295227
i_sdssshape_shape11sigma,-0.0024455254313376917,0.005316416865998375
z_sdssshape_shape11sigma,0.0013282309336065667,0.009097601085074625
y_sdssshape_shape11sigma,-0.003314614789262871,0.004231660249325531
r_sdssshape_shape12sigma,-0.0011188203445924305,0.0058745067820901165
i_sdssshape_shape12sigma,-0.002539652371206569,0.004084873669793043
z_sdssshape_shape12sigma,-0.001740595237300746,0.0061940571855136906
y_sdssshape_shape12sigma,0.0002029878489693271,0.006440688843894593
r_sdssshape_shape22sigma,0.004764620901669514,0.010914065957004726
i_sdssshape_shape22sigma,-0.0001857731979250099,0.005620401360545424
z_sdssshape_shape22sigma,-0.0015978041724801217,0.005572994425392386
y_sdssshape_shape22sigma,-0.0020444355324978902,0.0036056732235051348
gr,0.17063902208802006,0.16836157826558662
ri,0.15750185424299656,0.16677472729719667
iz,0.04187515374182893,0.047043123185188995
zy,0.015133064258143536,0.020725186070677304
W1g,0.0950197091362488,0.09337311641680235
W1r,0.09761624964454285,0.10239016322498207
W1i,0.049338048577866056,0.05262235880771049
W1z,0.040843807307023305,0.04737902229107671
W1y,0.146781124588095,0.1484240559081712
z_cl_near,0.27681012552583717,0.28724864140411044
