mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_degree,param_gamma,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
3.5366612672805786,0.3530765771865845,0.9321569204330444,0.0698782205581665,1,poly,2,0.1,"{'C': 1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.6467635987895787,0.6465881306957101,0.6466758647426444,8.773404693429576e-05,40
4.863313913345337,0.02193737030029297,1.0946688652038574,0.10006022453308105,1,poly,2,0.5,"{'C': 1, 'degree': 2, 'gamma': 0.5, 'kernel': 'poly'}",0.6258098538496308,0.6168925645148939,0.6213512091822624,0.00445864466736845,48
2.8553279638290405,0.05675327777862549,1.0227012634277344,0.03888821601867676,1,poly,3,scale,"{'C': 1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.6801559177888022,0.6794306049822065,0.6797932613855044,0.0003626564032978563,9
2.9405001401901245,0.08229029178619385,1.12407648563385,0.008934617042541504,1,poly,3,auto,"{'C': 1, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.6631674208144797,0.6666189214352217,0.6648931711248507,0.0017257503103710325,32
3.0345290899276733,0.10799229145050049,0.8691976070404053,0.01453709602355957,1,poly,3,0.005,"{'C': 1, 'degree': 3, 'gamma': 0.005, 'kernel': 'poly'}",0.6752551918338613,0.6771874452042784,0.6762213185190699,0.0009661266852085681,18
3.3721941709518433,0.07386338710784912,0.9063037633895874,0.017745375633239746,1,poly,3,0.1,"{'C': 1, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.6467635987895787,0.6465881306957101,0.6466758647426444,8.773404693429576e-05,40
4.701510071754456,0.07685673236846924,1.1969386339187622,0.01712501049041748,1,poly,3,0.5,"{'C': 1, 'degree': 3, 'gamma': 0.5, 'kernel': 'poly'}",0.6258098538496308,0.6168925645148939,0.6213512091822624,0.00445864466736845,48
2.7940999269485474,0.01712477207183838,1.270480751991272,0.007396340370178223,1,poly,4,scale,"{'C': 1, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.6801559177888022,0.6794306049822065,0.6797932613855044,0.0003626564032978563,9
3.0137091875076294,0.044787049293518066,0.9284930229187012,0.013535499572753906,1,poly,4,auto,"{'C': 1, 'degree': 4, 'gamma': 'auto', 'kernel': 'poly'}",0.6631674208144797,0.6666189214352217,0.6648931711248507,0.0017257503103710325,32
3.0938913822174072,0.320523738861084,0.7728351354598999,0.04174363613128662,1,poly,4,0.005,"{'C': 1, 'degree': 4, 'gamma': 0.005, 'kernel': 'poly'}",0.6752551918338613,0.6771874452042784,0.6762213185190699,0.0009661266852085681,18
3.6241931915283203,0.058751821517944336,0.662441611289978,0.11751043796539307,1,poly,4,0.1,"{'C': 1, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.6467635987895787,0.6465881306957101,0.6466758647426444,8.773404693429576e-05,40
4.980855464935303,0.053711891174316406,0.6610054969787598,0.06888914108276367,1,poly,4,0.5,"{'C': 1, 'degree': 4, 'gamma': 0.5, 'kernel': 'poly'}",0.6258098538496308,0.6168925645148939,0.6213512091822624,0.00445864466736845,48
2.9385818243026733,0.21413123607635498,0.9964262247085571,0.021617770195007324,10,poly,2,scale,"{'C': 10, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.6734672040517886,0.6745357708363323,0.6740014874440605,0.0005342833922718504,22
4.470117211341858,0.07316339015960693,1.0910941362380981,0.011023879051208496,10,poly,2,auto,"{'C': 10, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",0.5981980588530993,0.6047206682504407,0.60145936355177,0.0032613046986706973,52
3.6378763914108276,0.08632028102874756,0.884477972984314,0.03663337230682373,10,poly,2,0.005,"{'C': 10, 'degree': 2, 'gamma': 0.005, 'kernel': 'poly'}",0.6368421052631579,0.6438501889145666,0.6403461470888623,0.0035040418257043515,44
13.999855041503906,0.19821500778198242,0.879280686378479,0.004489302635192871,10,poly,2,0.1,"{'C': 10, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.4908212560386473,0.45560115253645334,0.4732112042875503,0.017610051751096978,56
18.700316309928894,0.10880672931671143,0.90730881690979,0.03531050682067871,10,poly,2,0.5,"{'C': 10, 'degree': 2, 'gamma': 0.5, 'kernel': 'poly'}",0.4711949685534591,0.42317137344325556,0.44718317099835736,0.02401179755510177,60
2.9561463594436646,0.035446763038635254,1.0499123334884644,0.039531588554382324,10,poly,3,scale,"{'C': 10, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.6734672040517886,0.6745357708363323,0.6740014874440605,0.0005342833922718504,22
4.516598582267761,0.03486049175262451,1.0729589462280273,0.06850957870483398,10,poly,3,auto,"{'C': 10, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.5981980588530993,0.6047206682504407,0.60145936355177,0.0032613046986706973,52
3.653709888458252,0.041291236877441406,0.9648765325546265,0.07268154621124268,10,poly,3,0.005,"{'C': 10, 'degree': 3, 'gamma': 0.005, 'kernel': 'poly'}",0.6368421052631579,0.6438501889145666,0.6403461470888623,0.0035040418257043515,44
14.021693229675293,0.07514071464538574,0.8960570096969604,0.06153905391693115,10,poly,3,0.1,"{'C': 10, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.4908212560386473,0.45560115253645334,0.4732112042875503,0.017610051751096978,56
18.718284487724304,0.1732560396194458,0.9248322248458862,0.028083205223083496,10,poly,3,0.5,"{'C': 10, 'degree': 3, 'gamma': 0.5, 'kernel': 'poly'}",0.4711949685534591,0.42317137344325556,0.44718317099835736,0.02401179755510177,60
2.8768527507781982,0.04471254348754883,1.0439445972442627,0.04016470909118652,10,poly,4,scale,"{'C': 10, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.6734672040517886,0.6745357708363323,0.6740014874440605,0.0005342833922718504,22
4.526654362678528,0.03724634647369385,0.9327596426010132,0.06369602680206299,10,poly,4,auto,"{'C': 10, 'degree': 4, 'gamma': 'auto', 'kernel': 'poly'}",0.5981980588530993,0.6047206682504407,0.60145936355177,0.0032613046986706973,52
3.556471824645996,0.09696173667907715,0.7314237356185913,0.007747292518615723,10,poly,4,0.005,"{'C': 10, 'degree': 4, 'gamma': 0.005, 'kernel': 'poly'}",0.6368421052631579,0.6438501889145666,0.6403461470888623,0.0035040418257043515,44
14.16485047340393,0.0645442008972168,0.5381748676300049,0.03491830825805664,10,poly,4,0.1,"{'C': 10, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.4908212560386473,0.45560115253645334,0.4732112042875503,0.017610051751096978,56
19.00948691368103,0.30327486991882324,0.9055001735687256,0.03808188438415527,10,poly,4,0.5,"{'C': 10, 'degree': 4, 'gamma': 0.5, 'kernel': 'poly'}",0.4711949685534591,0.42317137344325556,0.44718317099835736,0.02401179755510177,60
2.726679801940918,0.03351616859436035,1.2511831521987915,0.04945480823516846,0.1,rbf,,scale,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6744555433976915,0.6613749012283601,0.6679152223130258,0.0065403210846657345,27
2.843853712081909,0.05176043510437012,1.156921625137329,0.039162397384643555,0.1,rbf,,auto,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.6838700653869016,0.6838212313782686,0.6838456483825851,2.441700431654592e-05,1
2.736059308052063,0.049037814140319824,1.0033155679702759,0.018636107444763184,0.1,rbf,,0.005,"{'C': 0.1, 'gamma': 0.005, 'kernel': 'rbf'}",0.683339179235356,0.6827453045462524,0.6830422418908042,0.00029693734455182863,5
2.6077988147735596,0.02067708969116211,0.9380894899368286,0.023929476737976074,0.1,rbf,,0.1,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.6782347900599829,0.6785803282190025,0.6784075591394927,0.0001727690795098047,14
2.874359965324402,0.02095019817352295,1.0928502082824707,0.04184985160827637,0.1,rbf,,0.5,"{'C': 0.1, 'gamma': 0.5, 'kernel': 'rbf'}",0.6608734905766843,0.6615085594677431,0.6611910250222137,0.00031753444552939936,36
2.8349246978759766,0.07703614234924316,1.1766350269317627,0.1062769889831543,1,rbf,,scale,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6801559177888022,0.6794306049822065,0.6797932613855044,0.0003626564032978563,9
3.0583688020706177,0.06496989727020264,0.9157817363739014,0.030300617218017578,1,rbf,,auto,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.6631674208144797,0.6666189214352217,0.6648931711248507,0.0017257503103710325,32
3.0529414415359497,0.28302228450775146,0.6800682544708252,0.04704093933105469,1,rbf,,0.005,"{'C': 1, 'gamma': 0.005, 'kernel': 'rbf'}",0.6752551918338613,0.6771874452042784,0.6762213185190699,0.0009661266852085681,18
3.492846369743347,0.15722477436065674,0.7635685205459595,0.004345536231994629,1,rbf,,0.1,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.6467635987895787,0.6465881306957101,0.6466758647426444,8.773404693429576e-05,40
4.814391493797302,0.06217634677886963,0.818473219871521,0.07038676738739014,1,rbf,,0.5,"{'C': 1, 'gamma': 0.5, 'kernel': 'rbf'}",0.6258098538496308,0.6168925645148939,0.6213512091822624,0.00445864466736845,48
2.9319846630096436,0.10402417182922363,0.971164345741272,0.024092793464660645,10,rbf,,scale,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.6734672040517886,0.6745357708363323,0.6740014874440605,0.0005342833922718504,22
4.500077605247498,0.03381669521331787,1.0607573986053467,0.05292940139770508,10,rbf,,auto,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.5981980588530993,0.6047206682504407,0.60145936355177,0.0032613046986706973,52
3.6362175941467285,0.05473947525024414,0.9045877456665039,0.012924432754516602,10,rbf,,0.005,"{'C': 10, 'gamma': 0.005, 'kernel': 'rbf'}",0.6368421052631579,0.6438501889145666,0.6403461470888623,0.0035040418257043515,44
13.993683218955994,0.020238280296325684,0.842253565788269,0.008401274681091309,10,rbf,,0.1,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.4908212560386473,0.45560115253645334,0.4732112042875503,0.017610051751096978,56
18.749436736106873,0.12635767459869385,0.9073367118835449,0.012386560440063477,10,rbf,,0.5,"{'C': 10, 'gamma': 0.5, 'kernel': 'rbf'}",0.4711949685534591,0.42317137344325556,0.44718317099835736,0.02401179755510177,60
