,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
77,176.3175610701243,5.938602924642593,5.283757209777832,0.15423891875304274,80,10,4,sqrt,,log_loss,"{'n_estimators': 80, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'log_loss'}",0.5269891446976023,0.5881844208517237,0.5908860457487102,0.5686865370993454,0.029505130560629766,68
78,93.0920528570811,7.08442682292033,4.415905952453613,0.5930438246804706,100,15,1,sqrt,10,gini,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.5178038888226172,0.6290707383991411,0.618711043511974,0.5885285569112441,0.05018841052622693,27
79,47.61027471224467,1.4932974773683394,4.221083323160808,0.32194186881139064,20,15,4,sqrt,,entropy,"{'n_estimators': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.5198019801980198,0.5848145055469403,0.5848319465569175,0.5631494774339592,0.03065131007001208,100
80,50.591588815053306,0.8598357656869255,4.523366133371989,0.7048564447855603,50,5,4,log2,20,gini,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini'}",0.5218597160920911,0.597220565430037,0.595657749545197,0.5715793436891085,0.03516287459487194,32
81,182.16230527559915,3.6517003741112073,5.98958683013916,0.8133885684837184,120,2,4,sqrt,30,gini,"{'n_estimators': 120, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'criterion': 'gini'}",0.5276452344029584,0.5907491351544794,0.5915719781694552,0.569988782575631,0.02994329442513416,45
82,185.8567554950714,3.5194604628979764,5.50076953570048,0.20574491517178978,120,5,2,log2,20,entropy,"{'n_estimators': 120, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy'}",0.5254383872122153,0.5970416318740308,0.5926157883749367,0.5716986024870608,0.03276077594345527,31
83,180.54934295018515,9.891562513500519,5.621286312739055,0.11360170861587601,120,2,1,log2,20,log_loss,"{'n_estimators': 120, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'log_loss'}",0.5274066563282834,0.595431229869975,0.5966717366019504,0.5731698742667363,0.03236344441186453,29
84,48.68538308143616,1.0758787202028235,4.253685315450032,0.25772298845006403,20,5,2,sqrt,,entropy,"{'n_estimators': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.5306274603363951,0.5850530836216151,0.5869493901166085,0.5675433113582062,0.026114925962996156,86
85,175.48275009791055,2.060487702021227,5.658831040064494,0.0252532470789549,100,5,10,sqrt,,entropy,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy'}",0.5191160682333293,0.5931050936418943,0.590826399451254,0.5676825204421593,0.034354265353014835,84
86,53.62431494394938,1.0595794664150469,4.949525674184163,0.609586799965385,50,5,10,log2,,gini,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini'}",0.518519623046642,0.596087319575331,0.5920789716978319,0.5688953047732683,0.03565855386153066,67
87,29.71819011370341,1.7993502953592095,4.554389874140422,0.14775594223232974,20,10,2,log2,30,gini,"{'n_estimators': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 30, 'criterion': 'gini'}",0.5260050101395681,0.5879458427770488,0.590110643881781,0.5680204989327993,0.029722579126048976,78
88,34.43716740608215,1.2211592889988838,4.781232198079427,0.4979479948608345,20,2,4,log2,20,log_loss,"{'n_estimators': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'log_loss'}",0.5189669569366575,0.5939401169032565,0.5909755151948943,0.5679608630116028,0.034665057720830124,81
89,124.08080832163493,2.0648784196198076,5.903196016947429,0.09319095874430948,80,5,2,sqrt,30,gini,"{'n_estimators': 80, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'criterion': 'gini'}",0.5342359537158535,0.5886913992604079,0.5904386985177895,0.5711220171646837,0.026092138295369775,34
90,129.63528068860373,2.5714879926358147,4.559225877126058,1.1301671849939845,100,5,2,sqrt,10,log_loss,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'log_loss'}",0.5184599785279733,0.6324108314445902,0.6189198055530702,0.5899302051752112,0.050836318498078285,18
91,107.5049222310384,6.714993035510432,3.4923744996388755,0.3617041778430995,120,2,10,log2,10,log_loss,"{'n_estimators': 120, 'min_samples_split': 2, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'log_loss'}",0.5205773589407133,0.6300846952165096,0.6232441621186365,0.5913020720919531,0.050087836254654614,8
92,30.333208560943604,1.356812145812723,3.2549930413564048,0.6947075724106438,20,15,10,sqrt,10,log_loss,"{'n_estimators': 20, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'log_loss'}",0.5198019801980198,0.6300250506978409,0.6173690018192121,0.5890653442383575,0.04924837792213957,22
93,33.833548625310264,1.1685717040844008,4.5978007316589355,0.5870727810129449,20,5,4,log2,30,entropy,"{'n_estimators': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 30, 'criterion': 'entropy'}",0.5213825599427413,0.5861565072169868,0.589454534609764,0.565664533923164,0.03134101849943621,95
94,35.828522046407066,0.23186960948885216,2.885485808054606,0.2765674442143157,50,10,1,log2,10,gini,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini'}",0.5202791363473697,0.6321424311105809,0.6184128120246936,0.5902781264942147,0.04981311458002783,16
95,1501.8768448034923,1030.8227313707234,737.3770720163981,1039.000330935486,50,15,10,sqrt,10,gini,"{'n_estimators': 50, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini'}",0.5189967791959919,0.6280269593224382,0.6185917509170619,0.5885384964784973,0.04932405512771742,26
96,2216.7601296106973,0.6415239643087965,1.528417666753133,0.08396978268399091,20,5,10,log2,,entropy,"{'n_estimators': 20, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy'}",0.5113921030657282,0.593969939162591,0.5888282484864752,0.5647300969049315,0.03777402490111757,99
97,1526.89954662323,1020.1217925857986,3.6875409285227456,2.2109599592773814,80,15,10,sqrt,,gini,"{'n_estimators': 80, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini'}",0.5178933556006203,0.5960574973159967,0.593599952282962,0.5691836017331929,0.03628155539804638,60
98,84.88931194941203,0.11110756681726752,0.1421049435933431,0.00697906903571051,50,5,2,sqrt,30,entropy,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'criterion': 'entropy'}",0.5331325301204819,0.5855898842896338,0.5886194864453789,0.5691139669518315,0.025472762834602057,63
99,44.38802790641785,4.94152280916622,3.4185851414998374,0.45220126448910913,20,15,4,sqrt,20,log_loss,"{'n_estimators': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'log_loss'}",0.5161934868185614,0.592508648455207,0.5897527660970445,0.5661516337902709,0.035343656276888034,91
